IMGNAME	GROUP_A	GROUP_B	THVAL_HB	SPOTS_HB	FSCORE_HB	THVAL_BF	SPOTS_BF	FSCORE_BF
histonesc_D0I3A_H3K36me3_Histone	H3K36me3	H3K36me3_D0	149	NaN	NaN	274	NaN	NaN
histonesc_D0I3B_H3K36me3_Xist	XistI_CY5	XistI_Lo	62	NaN	NaN	187	NaN	NaN
histonesc_D0I3B_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	131	NaN	NaN	210	NaN	NaN
histonesc_D0I3B_H3K36me3_Histone	H3K36me3	H3K36me3_D0	157	NaN	NaN	348	NaN	NaN
histonesc_D0I3C_H3K36me3_Xist	XistI_CY5	XistI_Lo	73	NaN	NaN	186	NaN	NaN
histonesc_D0I3C_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	126	NaN	NaN	183	NaN	NaN
histonesc_D0I3C_H3K36me3_Histone	H3K36me3	H3K36me3_D0	141	NaN	NaN	191	NaN	NaN
histonesc_D2I1A_H3K36me3_Xist	XistI_CY5	XistI_Hi	59	NaN	NaN	185	NaN	NaN
histonesc_D2I1A_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	116	NaN	NaN	37	NaN	NaN
histonesc_D2I1A_H3K36me3_Histone	H3K36me3	H3K36me3_D2	144	NaN	NaN	258	NaN	NaN
histonesc_D2I1B_H3K36me3_Xist	XistI_CY5	XistI_Hi	58	NaN	NaN	171	NaN	NaN
histonesc_D2I1B_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	123	NaN	NaN	201	NaN	NaN
histonesc_D2I1B_H3K36me3_Histone	H3K36me3	H3K36me3_D2	143	NaN	NaN	191	NaN	NaN
histonesc_D2I1C_H3K36me3_Xist	XistI_CY5	XistI_Hi	66	NaN	NaN	160	NaN	NaN
histonesc_D2I1C_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	131	NaN	NaN	39	NaN	NaN
histonesc_D2I1C_H3K36me3_Histone	H3K36me3	H3K36me3_D2	140	NaN	NaN	351	NaN	NaN
histonesc_D2I2A_H3K36me3_Xist	XistI_CY5	XistI_Hi	63	NaN	NaN	182	NaN	NaN
histonesc_D2I2A_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	125	NaN	NaN	189	NaN	NaN
histonesc_D2I2A_H3K36me3_Histone	H3K36me3	H3K36me3_D2	142	NaN	NaN	271	NaN	NaN
histonesc_D2I2B_H3K36me3_Xist	XistI_CY5	XistI_Hi	73	NaN	NaN	192	NaN	NaN
histonesc_D2I2B_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	113	NaN	NaN	214	NaN	NaN
histonesc_D2I2B_H3K36me3_Histone	H3K36me3	H3K36me3_D2	145	NaN	NaN	259	NaN	NaN
histonesc_D2I2C_H3K36me3_Xist	XistI_CY5	XistI_Hi	73	NaN	NaN	233	NaN	NaN
histonesc_D2I2C_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	126	NaN	NaN	39	NaN	NaN
histonesc_D2I2C_H3K36me3_Histone	H3K36me3	H3K36me3_D2	129	NaN	NaN	305	NaN	NaN
histonesc_D2I3A_H3K36me3_Xist	XistI_CY5	XistI_Hi	62	NaN	NaN	158	NaN	NaN
histonesc_D2I3A_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	126	NaN	NaN	245	NaN	NaN
histonesc_D2I3A_H3K36me3_Histone	H3K36me3	H3K36me3_D2	152	NaN	NaN	229	NaN	NaN
histonesc_D2I3B_H3K36me3_Xist	XistI_CY5	XistI_Hi	63	NaN	NaN	197	NaN	NaN
histonesc_D2I3B_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	129	NaN	NaN	223	NaN	NaN
histonesc_D2I3B_H3K36me3_Histone	H3K36me3	H3K36me3_D2	132	NaN	NaN	290	NaN	NaN
histonesc_D2I3C_H3K36me3_Xist	XistI_CY5	XistI_Hi	77	NaN	NaN	211	NaN	NaN
histonesc_D2I3C_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	128	NaN	NaN	36	NaN	NaN
histonesc_D2I3C_H3K36me3_Histone	H3K36me3	H3K36me3_D2	133	NaN	NaN	276	NaN	NaN
ROI001_P01_XY1657818948_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	100	NaN	NaN	722	NaN	NaN
ROI001_P01_XY1657818948_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	113	NaN	NaN	419	NaN	NaN
ROI001_P02_XY1657818949_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	94	NaN	NaN	131	NaN	NaN
ROI001_P02_XY1657818949_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	112	NaN	NaN	109	NaN	NaN
ROI001_P03_XY1657818950_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	108	NaN	NaN	589	NaN	NaN
ROI001_P03_XY1657818950_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	141	NaN	NaN	219	NaN	NaN
ROI001_P04_XY1657818951_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	105	NaN	NaN	962	NaN	NaN
ROI001_P04_XY1657818951_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	132	NaN	NaN	1337	NaN	NaN
ROI001_P05_XY1657818952_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	89	NaN	NaN	906	NaN	NaN
ROI001_P05_XY1657818952_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	117	NaN	NaN	1365	NaN	NaN
ROI001_P06_XY1657818953_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	95	NaN	NaN	336	NaN	NaN
ROI001_P06_XY1657818953_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	123	NaN	NaN	NaN	NaN	NaN
ROI001_P07_XY1657818954_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	99	NaN	NaN	85	NaN	NaN
ROI001_P07_XY1657818954_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	109	NaN	NaN	107	NaN	NaN
ROI001_P08_XY1657818955_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	100	NaN	NaN	599	NaN	NaN
ROI001_P08_XY1657818955_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	114	NaN	NaN	159	NaN	NaN
ROI001_P09_XY1657818956_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	91	NaN	NaN	720	NaN	NaN
ROI001_P09_XY1657818956_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	113	NaN	NaN	1186	NaN	NaN
ROI001_P10_XY1657818957_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	104	NaN	NaN	543	NaN	NaN
ROI001_P10_XY1657818957_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	117	NaN	NaN	NaN	NaN	NaN
ROI001_P11_XY1657818958_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	95	NaN	NaN	617	NaN	NaN
ROI001_P11_XY1657818958_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	120	NaN	NaN	265	NaN	NaN
ROI001_P12_XY1657818959_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	127	NaN	NaN	527	NaN	NaN
ROI001_P12_XY1657818959_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	108	NaN	NaN	1327	NaN	NaN
ROI001_XY1657822809_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	93	NaN	NaN	962	NaN	NaN
ROI001_XY1657822809_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	148	NaN	NaN	NaN	NaN	NaN
ROI002_XY1657822933_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	65	NaN	NaN	769	NaN	NaN
ROI002_XY1657822933_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	123	NaN	NaN	1890	NaN	NaN
ROI003_XY1657822934_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	87	NaN	NaN	978	NaN	NaN
ROI003_XY1657822934_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	112	NaN	NaN	107	NaN	NaN
ROI005_XY1657822936_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	91	NaN	NaN	833	NaN	NaN
ROI005_XY1657822936_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	120	NaN	NaN	262	NaN	NaN
ROI006_XY1657822937_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	63	NaN	NaN	1028	NaN	NaN
ROI006_XY1657822937_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	111	NaN	NaN	163	NaN	NaN
ROI007_XY1657822938_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	62	NaN	NaN	NaN	NaN	NaN
ROI007_XY1657822938_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	134	NaN	NaN	964	NaN	NaN
ROI008_XY1657822939_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	64	NaN	NaN	NaN	NaN	NaN
ROI008_XY1657822939_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	116	NaN	NaN	1191	NaN	NaN
ROI009_XY1657822940_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	62	NaN	NaN	1086	NaN	NaN
ROI009_XY1657822940_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	113	NaN	NaN	NaN	NaN	NaN
ROI010_XY1657822941_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	63	NaN	NaN	764	NaN	NaN
ROI010_XY1657822941_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	110	NaN	NaN	NaN	NaN	NaN
ROI011_XY1657822942_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	59	NaN	NaN	1059	NaN	NaN
ROI011_XY1657822942_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	111	NaN	NaN	686	NaN	NaN
ROI012_XY1657822943_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	70	NaN	NaN	1028	NaN	NaN
ROI012_XY1657822943_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	99	NaN	NaN	531	NaN	NaN
ROI013_XY1657822944_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	75	NaN	NaN	904	NaN	NaN
ROI013_XY1657822944_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	109	NaN	NaN	1111	NaN	NaN
ROI014_XY1657822945_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	109	NaN	NaN	866	NaN	NaN
ROI014_XY1657822945_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	133	NaN	NaN	1454	NaN	NaN
ROI016_XY1657822947_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	87	NaN	NaN	784	NaN	NaN
ROI016_XY1657822947_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	138	NaN	NaN	840	NaN	NaN
ROI017_XY1657822948_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	95	NaN	NaN	837	NaN	NaN
ROI017_XY1657822948_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	127	NaN	NaN	168	NaN	NaN
ROI018_XY1657822949_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	79	NaN	NaN	965	NaN	NaN
ROI018_XY1657822949_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	119	NaN	NaN	1577	NaN	NaN
ROI001_XY1657814108_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	99	NaN	NaN	126	NaN	NaN
ROI001_XY1657814108_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	125	NaN	NaN	112	NaN	NaN
ROI002_XY1657815441_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	102	NaN	NaN	722	NaN	NaN
ROI002_XY1657815441_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	117	NaN	NaN	815	NaN	NaN
ROI003_XY1657814110_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	81	NaN	NaN	116	NaN	NaN
ROI003_XY1657814110_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	123	NaN	NaN	107	NaN	NaN
ROI004_XY1657814111_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	115	NaN	NaN	104	NaN	NaN
ROI004_XY1657814111_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	117	NaN	NaN	125	NaN	NaN
ROI005_XY1657814112_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	111	NaN	NaN	96	NaN	NaN
ROI005_XY1657814112_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	120	NaN	NaN	117	NaN	NaN
ROI006_XY1657814113_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	106	NaN	NaN	137	NaN	NaN
ROI006_XY1657814113_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	116	NaN	NaN	112	NaN	NaN
ROI007_XY1657814114_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	88	NaN	NaN	119	NaN	NaN
ROI007_XY1657814114_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	116	NaN	NaN	106	NaN	NaN
ROI008_XY1657814115_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	124	NaN	NaN	710	NaN	NaN
ROI008_XY1657814115_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	127	NaN	NaN	750	NaN	NaN
ROI009_XY1657814116_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	92	NaN	NaN	145	NaN	NaN
ROI009_XY1657814116_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	130	NaN	NaN	165	NaN	NaN
ROI010_XY1657814117_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	101	NaN	NaN	93	NaN	NaN
ROI010_XY1657814117_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	121	NaN	NaN	110	NaN	NaN
ROI011_XY1657814118_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	109	NaN	NaN	113	NaN	NaN
ROI011_XY1657814118_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	113	NaN	NaN	121	NaN	NaN
ROI012_XY1657814119_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	101	NaN	NaN	554	NaN	NaN
ROI012_XY1657814119_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	127	NaN	NaN	135	NaN	NaN
histonesc_D0I1D_H3K4me2_Xist	XistI_CY5	XistI_Lo	64	NaN	NaN	191	NaN	NaN
histonesc_D0I1D_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	127	NaN	NaN	210	NaN	NaN
histonesc_D0I1D_H3K4me2_Histone	H3K4me2	H3K4me2_D0	159	NaN	NaN	275	NaN	NaN
histonesc_D0I1E_H3K4me2_Xist	XistI_CY5	XistI_Lo	65	NaN	NaN	179	NaN	NaN
histonesc_D0I1E_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	150	NaN	NaN	38	NaN	NaN
histonesc_D0I1E_H3K4me2_Histone	H3K4me2	H3K4me2_D0	154	NaN	NaN	279	NaN	NaN
histonesc_D0I2D_H3K4me2_Xist	XistI_CY5	XistI_Lo	97	NaN	NaN	200	NaN	NaN
histonesc_D0I2D_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	136	NaN	NaN	211	NaN	NaN
histonesc_D0I2D_H3K4me2_Histone	H3K4me2	H3K4me2_D0	136	NaN	NaN	240	NaN	NaN
histonesc_D0I2E_H3K4me2_Xist	XistI_CY5	XistI_Lo	65	NaN	NaN	205	NaN	NaN
histonesc_D0I2E_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	135	NaN	NaN	212	NaN	NaN
histonesc_D0I2E_H3K4me2_Histone	H3K4me2	H3K4me2_D0	162	NaN	NaN	260	NaN	NaN
histonesc_D2I1D_H3K4me2_Xist	XistI_CY5	XistI_Hi	66	NaN	NaN	205	NaN	NaN
histonesc_D2I1D_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	121	NaN	NaN	30	NaN	NaN
histonesc_D2I1D_H3K4me2_Histone	H3K4me2	H3K4me2_D2	140	NaN	NaN	276	NaN	NaN
histonesc_D2I1E_H3K4me2_Xist	XistI_CY5	XistI_Hi	71	NaN	NaN	243	NaN	NaN
histonesc_D2I1E_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	130	NaN	NaN	220	NaN	NaN
histonesc_D2I1E_H3K4me2_Histone	H3K4me2	H3K4me2_D2	161	NaN	NaN	207	NaN	NaN
histonesc_D2I2D_H3K4me2_Xist	XistI_CY5	XistI_Hi	75	NaN	NaN	263	NaN	NaN
histonesc_D2I2D_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	124	NaN	NaN	36	NaN	NaN
histonesc_D2I2D_H3K4me2_Histone	H3K4me2	H3K4me2_D2	137	NaN	NaN	217	NaN	NaN
histonesc_D2I2E_H3K4me2_Xist	XistI_CY5	XistI_Hi	63	NaN	NaN	255	NaN	NaN
histonesc_D2I2E_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	125	NaN	NaN	126	NaN	NaN
histonesc_D2I2E_H3K4me2_Histone	H3K4me2	H3K4me2_D2	149	NaN	NaN	121	NaN	NaN
histonesc_D2I3D_H3K4me2_Xist	XistI_CY5	XistI_Hi	62	NaN	NaN	81	NaN	NaN
histonesc_D2I3D_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	138	NaN	NaN	34	NaN	NaN
histonesc_D2I3D_H3K4me2_Histone	H3K4me2	H3K4me2_D2	145	NaN	NaN	239	NaN	NaN
histonesc_D2I3E_H3K4me2_Xist	XistI_CY5	XistI_Hi	79	NaN	NaN	246	NaN	NaN
histonesc_D2I3E_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	140	NaN	NaN	180	NaN	NaN
histonesc_D2I3E_H3K4me2_Histone	H3K4me2	H3K4me2_D2	152	NaN	NaN	342	NaN	NaN
sctc_E1R1_0m_I1_STL1	CTT1_CY5	CTT1_E1R1_00min	73	NaN	NaN	190	NaN	NaN
sctc_E1R1_0m_I1_CTT1	STL1_TMR	STL1_E1R1_00min	127	NaN	NaN	339	NaN	NaN
sctc_E1R1_0m_I2_STL1	CTT1_CY5	CTT1_E1R1_00min	83	NaN	NaN	175	NaN	NaN
sctc_E1R1_0m_I2_CTT1	STL1_TMR	STL1_E1R1_00min	118	NaN	NaN	296	NaN	NaN
sctc_E1R1_0m_I3_STL1	CTT1_CY5	CTT1_E1R1_00min	73	NaN	NaN	171	NaN	NaN
sctc_E1R1_0m_I3_CTT1	STL1_TMR	STL1_E1R1_00min	134	NaN	NaN	394	NaN	NaN
sctc_E1R1_0m_I4_STL1	CTT1_CY5	CTT1_E1R1_00min	69	NaN	NaN	169	NaN	NaN
sctc_E1R1_0m_I4_CTT1	STL1_TMR	STL1_E1R1_00min	142	NaN	NaN	46	NaN	NaN
sctc_E1R1_10m_I1_STL1	CTT1_CY5	CTT1_E1R1_10min	85	NaN	NaN	169	NaN	NaN
sctc_E1R1_10m_I1_CTT1	STL1_TMR	STL1_E1R1_10min	150	NaN	NaN	141	NaN	NaN
sctc_E1R1_10m_I2_STL1	CTT1_CY5	CTT1_E1R1_10min	81	NaN	NaN	161	NaN	NaN
sctc_E1R1_10m_I2_CTT1	STL1_TMR	STL1_E1R1_10min	121	NaN	NaN	147	NaN	NaN
sctc_E1R1_10m_I3_STL1	CTT1_CY5	CTT1_E1R1_10min	80	NaN	NaN	163	NaN	NaN
sctc_E1R1_10m_I3_CTT1	STL1_TMR	STL1_E1R1_10min	128	NaN	NaN	150	NaN	NaN
sctc_E1R1_10m_I4_STL1	CTT1_CY5	CTT1_E1R1_10min	78	NaN	NaN	163	NaN	NaN
sctc_E1R1_10m_I4_CTT1	STL1_TMR	STL1_E1R1_10min	137	NaN	NaN	179	NaN	NaN
sctc_E1R1_15m_I1_STL1	CTT1_CY5	CTT1_E1R1_15min	85	NaN	NaN	254	NaN	NaN
sctc_E1R1_15m_I1_CTT1	STL1_TMR	STL1_E1R1_15min	159	NaN	NaN	169	NaN	NaN
sctc_E1R1_15m_I2_STL1	CTT1_CY5	CTT1_E1R1_15min	83	NaN	NaN	215	NaN	NaN
sctc_E1R1_15m_I2_CTT1	STL1_TMR	STL1_E1R1_15min	153	NaN	NaN	176	NaN	NaN
sctc_E1R1_15m_I3_STL1	CTT1_CY5	CTT1_E1R1_15min	96	NaN	NaN	217	NaN	NaN
sctc_E1R1_15m_I3_CTT1	STL1_TMR	STL1_E1R1_15min	136	NaN	NaN	142	NaN	NaN
sctc_E1R1_15m_I4_STL1	CTT1_CY5	CTT1_E1R1_15min	88	NaN	NaN	224	NaN	NaN
sctc_E1R1_15m_I4_CTT1	STL1_TMR	STL1_E1R1_15min	145	NaN	NaN	181	NaN	NaN
sctc_E1R1_1m_I1_STL1	CTT1_CY5	CTT1_E1R1_01min	71	NaN	NaN	176	NaN	NaN
sctc_E1R1_1m_I1_CTT1	STL1_TMR	STL1_E1R1_01min	125	NaN	NaN	299	NaN	NaN
sctc_E1R1_1m_I2_STL1	CTT1_CY5	CTT1_E1R1_01min	71	NaN	NaN	204	NaN	NaN
sctc_E1R1_1m_I2_CTT1	STL1_TMR	STL1_E1R1_01min	114	NaN	NaN	100	NaN	NaN
sctc_E1R1_1m_I3_STL1	CTT1_CY5	CTT1_E1R1_01min	79	NaN	NaN	151	NaN	NaN
sctc_E1R1_1m_I3_CTT1	STL1_TMR	STL1_E1R1_01min	146	NaN	NaN	357	NaN	NaN
sctc_E1R1_1m_I4_STL1	CTT1_CY5	CTT1_E1R1_01min	71	NaN	NaN	191	NaN	NaN
