IMAGENAME	EXP	REP	TIME	I_NUM	CH	THVAL_HB	THSPOTS_HB	THVAL_BF	THSPOTS_BF
sctc_E2R1_4m_I1_STL1	2	1	4	1	1	66	227	119	189
sctc_E2R1_4m_I1_CTT1	2	1	4	1	2	132	91	96	31615
sctc_E2R1_4m_I2_STL1	2	1	4	2	1	76	96	137	178
sctc_E2R1_4m_I2_CTT1	2	1	4	2	2	112	125	108	32743
sctc_E2R1_4m_I3_STL1	2	1	4	3	1	77	70	156	112
sctc_E2R1_4m_I3_CTT1	2	1	4	3	2	135	90	78	32146
sctc_E2R1_4m_I4_STL1	2	1	4	4	1	72	184	163	227
sctc_E2R1_4m_I4_CTT1	2	1	4	4	2	119	118	94	33693
sctc_E2R1_50m_I1_STL1	2	1	50	1	1	81	2024	191	1904
sctc_E2R1_50m_I1_CTT1	2	1	50	1	2	116	70	267	365
sctc_E2R1_50m_I2_STL1	2	1	50	2	1	84	4153	180	3786
sctc_E2R1_50m_I2_CTT1	2	1	50	2	2	141	89	96	45489
sctc_E2R1_50m_I3_STL1	2	1	50	3	1	95	2756	170	2581
sctc_E2R1_50m_I3_CTT1	2	1	50	3	2	121	130	92	39075
sctc_E2R1_50m_I4_STL1	2	1	50	4	1	61	3548	118	3071
sctc_E2R1_50m_I4_CTT1	2	1	50	4	2	123	119	92	88965
sctc_E2R1_55m_I1_STL1	2	1	55	1	1	84	2516	186	2035
sctc_E2R1_55m_I1_CTT1	2	1	55	1	2	123	42	90	34063
sctc_E2R1_55m_I2_STL1	2	1	55	2	1	78	3195	193	2677
sctc_E2R1_55m_I2_CTT1	2	1	55	2	2	113	93	58	34040
sctc_E2R1_55m_I3_STL1	2	1	55	3	1	91	3237	143	2496
sctc_E2R1_55m_I3_CTT1	2	1	55	3	2	107	104	324	118
sctc_E2R1_55m_I4_STL1	2	1	55	4	1	95	3602	192	3561
sctc_E2R1_55m_I4_CTT1	2	1	55	4	2	132	99	83	33344
sctc_E2R1_6m_I1_STL1	2	1	6	1	1	74	1220	137	925
sctc_E2R1_6m_I1_CTT1	2	1	6	1	2	136	970	198	772
sctc_E2R1_6m_I2_STL1	2	1	6	2	1	72	1454	143	1288
sctc_E2R1_6m_I2_CTT1	2	1	6	2	2	130	1082	64	29430
sctc_E2R1_6m_I3_STL1	2	1	6	3	1	71	724	176	585
sctc_E2R1_6m_I3_CTT1	2	1	6	3	2	124	573	57	29013
sctc_E2R1_6m_I4_STL1	2	1	6	4	1	88	1907	167	1731
sctc_E2R1_6m_I4_CTT1	2	1	6	4	2	121	1343	105	28402
sctc_E2R1_8m_I1_STL1	2	1	8	1	1	80	1306	155	1256
sctc_E2R1_8m_I1_CTT1	2	1	8	1	2	118	1501	153	1140
sctc_E2R1_8m_I2_STL1	2	1	8	2	1	73	1005	88	1154
sctc_E2R1_8m_I2_CTT1	2	1	8	2	2	113	997	55	27788
sctc_E2R1_8m_I3_STL1	2	1	8	3	1	89	4039	154	3217
sctc_E2R1_8m_I3_CTT1	2	1	8	3	2	127	4329	502	331
sctc_E2R1_8m_I4_STL1	2	1	8	4	1	83	3005	150	2399
sctc_E2R1_8m_I4_CTT1	2	1	8	4	2	126	3434	63	29829
sctc_E2R2_0m_I1_STL1	2	2	0	1	1	76	83	142	186
sctc_E2R2_0m_I1_CTT1	2	2	0	1	2	119	64	79	44780
sctc_E2R2_0m_I2_STL1	2	2	0	2	1	56	119	115	517
sctc_E2R2_0m_I2_CTT1	2	2	0	2	2	115	94	95	40268
sctc_E2R2_0m_I3_STL1	2	2	0	3	1	54	62	132	73
sctc_E2R2_0m_I3_CTT1	2	2	0	3	2	116	81	102	39213
sctc_E2R2_0m_I4_STL1	2	2	0	4	1	86	73	131	110
sctc_E2R2_0m_I4_CTT1	2	2	0	4	2	114	87	127	33844
sctc_E2R2_10m_I1_STL1	2	2	10	1	1	67	4488	205	3165
sctc_E2R2_10m_I1_CTT1	2	2	10	1	2	104	4691	89	29572
sctc_E2R2_10m_I2_STL1	2	2	10	2	1	57	3733	158	2524
sctc_E2R2_10m_I2_CTT1	2	2	10	2	2	NaN	NaN	356	2082
sctc_E2R2_10m_I3_STL1	2	2	10	3	1	82	2933	193	2363
sctc_E2R2_10m_I3_CTT1	2	2	10	3	2	101	3374	111	28594
sctc_E2R2_10m_I4_STL1	2	2	10	4	1	62	3517	184	2645
sctc_E2R2_10m_I4_CTT1	2	2	10	4	2	107	3572	118	28274
sctc_E2R2_10m_I5_STL1	2	2	10	5	1	66	3083	161	2446
sctc_E2R2_10m_I5_CTT1	2	2	10	5	2	107	2655	318	1904
sctc_E2R2_15m_I1_STL1	2	2	15	1	1	88	4376	237	2679
sctc_E2R2_15m_I1_CTT1	2	2	15	1	2	102	4675	404	2007
sctc_E2R2_15m_I2_STL1	2	2	15	2	1	70	5068	214	3045
sctc_E2R2_15m_I2_CTT1	2	2	15	2	2	123	5063	71	28680
sctc_E2R2_15m_I3_STL1	2	2	15	3	1	75	5184	189	3635
sctc_E2R2_15m_I3_CTT1	2	2	15	3	2	101	5665	80	28196
sctc_E2R2_15m_I4_STL1	2	2	15	4	1	69	3850	219	2735
sctc_E2R2_15m_I4_CTT1	2	2	15	4	2	108	4524	71	28068
sctc_E2R2_1m_I1_STL1	2	2	1	1	1	78	463	121	610
sctc_E2R2_1m_I1_CTT1	2	2	1	1	2	148	226	363	187
sctc_E2R2_1m_I2_STL1	2	2	1	2	1	69	409	98	547
sctc_E2R2_1m_I2_CTT1	2	2	1	2	2	135	285	124	34936
sctc_E2R2_1m_I3_STL1	2	2	1	3	1	75	188	117	303
sctc_E2R2_1m_I3_CTT1	2	2	1	3	2	131	59	512	12
sctc_E2R2_1m_I4_STL1	2	2	1	4	1	62	126	132	154
sctc_E2R2_1m_I4_CTT1	2	2	1	4	2	113	125	227	7238
sctc_E2R2_1m_I5_STL1	2	2	1	5	1	71	144	113	195
sctc_E2R2_1m_I5_CTT1	2	2	1	5	2	129	60	90	43340
sctc_E2R2_20m_I1_STL1	2	2	20	1	1	104	43738	777	4657
sctc_E2R2_20m_I1_CTT1	2	2	20	1	2	134	42866	836	3062
sctc_E2R2_20m_I2_STL1	2	2	20	2	1	98	30602	307	11229
sctc_E2R2_20m_I2_CTT1	2	2	20	2	2	118	31286	135	33501
sctc_E2R2_20m_I3_STL1	2	2	20	3	1	82	27867	390	10397
sctc_E2R2_20m_I3_CTT1	2	2	20	3	2	116	28229	609	5390
sctc_E2R2_20m_I4_STL1	2	2	20	4	1	69	29123	268	14148
sctc_E2R2_20m_I4_CTT1	2	2	20	4	2	137	25740	24	45532
sctc_E2R2_25m_I1_STL1	2	2	25	1	1	82	2447	200	1482
sctc_E2R2_25m_I1_CTT1	2	2	25	1	2	115	2024	85	27334
sctc_E2R2_25m_I2_STL1	2	2	25	2	1	73	1731	164	1790
sctc_E2R2_25m_I2_CTT1	2	2	25	2	2	89	1495	85	27168
sctc_E2R2_25m_I3_STL1	2	2	25	3	1	76	3055	241	1920
sctc_E2R2_25m_I3_CTT1	2	2	25	3	2	92	2970	268	1655
sctc_E2R2_25m_I4_STL1	2	2	25	4	1	89	1785	207	1110
sctc_E2R2_25m_I4_CTT1	2	2	25	4	2	104	1668	50	27498
sctc_E2R2_2m_I1_STL1	2	2	2	1	1	76	27	115	55
sctc_E2R2_2m_I1_CTT1	2	2	2	1	2	100	45	335	45
sctc_E2R2_2m_I2_STL1	2	2	2	2	1	64	46	87	118
sctc_E2R2_2m_I2_CTT1	2	2	2	2	2	94	64	73	36671
sctc_E2R2_2m_I3_STL1	2	2	2	3	1	61	67	113	86
sctc_E2R2_2m_I3_CTT1	2	2	2	3	2	122	21	333	99
sctc_E2R2_2m_I4_STL1	2	2	2	4	1	87	157	96	245
sctc_E2R2_2m_I4_CTT1	2	2	2	4	2	119	34	76	81611
sctc_E2R2_30m_I1_STL1	2	2	30	1	1	87	5576	246	3070
sctc_E2R2_30m_I1_CTT1	2	2	30	1	2	125	3719	224	2340
sctc_E2R2_30m_I2_STL1	2	2	30	2	1	87	6077	253	4154
sctc_E2R2_30m_I2_CTT1	2	2	30	2	2	132	4131	71	29797
sctc_E2R2_30m_I3_STL1	2	2	30	3	1	100	8732	293	5532
sctc_E2R2_30m_I3_CTT1	2	2	30	3	2	133	5476	62	31391
sctc_E2R2_30m_I4_STL1	2	2	30	4	1	88	6686	260	3664
sctc_E2R2_30m_I4_CTT1	2	2	30	4	2	123	4189	118	29227
sctc_E2R2_35m_I1_STL1	2	2	35	1	1	84	6052	207	4959
sctc_E2R2_35m_I1_CTT1	2	2	35	1	2	115	2276	343	1957
sctc_E2R2_35m_I2_STL1	2	2	35	2	1	83	9079	312	5039
sctc_E2R2_35m_I2_CTT1	2	2	35	2	2	114	3260	126	31762
sctc_E2R2_35m_I3_STL1	2	2	35	3	1	94	7982	297	4321
sctc_E2R2_35m_I3_CTT1	2	2	35	3	2	105	2870	116	29863
sctc_E2R2_35m_I4_STL1	2	2	35	4	1	81	15738	319	9826
sctc_E2R2_35m_I4_CTT1	2	2	35	4	2	114	6354	131	31056
sctc_E2R2_40m_I1_STL1	2	2	40	1	1	88	9681	200	8283
sctc_E2R2_40m_I1_CTT1	2	2	40	1	2	125	1477	456	1157
sctc_E2R2_40m_I2_STL1	2	2	40	2	1	92	6561	199	5242
sctc_E2R2_40m_I2_CTT1	2	2	40	2	2	112	1140	91	32097
sctc_E2R2_40m_I3_STL1	2	2	40	3	1	79	12098	130	12612
sctc_E2R2_40m_I3_CTT1	2	2	40	3	2	133	2007	116	31515
sctc_E2R2_40m_I4_STL1	2	2	40	4	1	80	12732	206	11653
sctc_E2R2_40m_I4_CTT1	2	2	40	4	2	125	2036	153	33788
sctc_E2R2_45m_I1_STL1	2	2	45	1	1	61	4774	209	2796
sctc_E2R2_45m_I1_CTT1	2	2	45	1	2	105	311	97	32620
sctc_E2R2_45m_I2_STL1	2	2	45	2	1	79	3205	181	2507
sctc_E2R2_45m_I2_CTT1	2	2	45	2	2	112	127	86	32452
sctc_E2R2_45m_I3_STL1	2	2	45	3	1	70	3656	194	2388
sctc_E2R2_45m_I3_CTT1	2	2	45	3	2	106	176	103	32736
sctc_E2R2_45m_I4_STL1	2	2	45	4	1	56	2119	147	1634
sctc_E2R2_45m_I4_CTT1	2	2	45	4	2	92	117	100	29658
sctc_E2R2_4m_I1_STL1	2	2	4	1	1	50	42	140	42
sctc_E2R2_4m_I1_CTT1	2	2	4	1	2	91	33	367	7
sctc_E2R2_4m_I2_STL1	2	2	4	2	1	51	34	110	57
sctc_E2R2_4m_I2_CTT1	2	2	4	2	2	88	58	70	38539
sctc_E2R2_4m_I3_STL1	2	2	4	3	1	60	63	95	172
sctc_E2R2_4m_I3_CTT1	2	2	4	3	2	99	56	73	36795
sctc_E2R2_4m_I4_STL1	2	2	4	4	1	47	28	95	57
sctc_E2R2_4m_I4_CTT1	2	2	4	4	2	85	50	299	36
sctc_E2R2_50m_I1_STL1	2	2	50	1	1	60	4741	152	3795
sctc_E2R2_50m_I1_CTT1	2	2	50	1	2	111	170	283	217
sctc_E2R2_50m_I2_STL1	2	2	50	2	1	64	3949	150	3467
sctc_E2R2_50m_I2_CTT1	2	2	50	2	2	113	503	118	31509
sctc_E2R2_50m_I3_STL1	2	2	50	3	1	65	5824	142	5443
sctc_E2R2_50m_I3_CTT1	2	2	50	3	2	119	168	101	40308
sctc_E2R2_50m_I4_STL1	2	2	50	4	1	90	3716	125	3900
sctc_E2R2_50m_I4_CTT1	2	2	50	4	2	117	114	103	35102
sctc_E2R2_50m_I5_STL1	2	2	50	5	1	90	2852	160	2852
sctc_E2R2_50m_I5_CTT1	2	2	50	5	2	121	83	112	34418
sctc_E2R2_55m_I1_STL1	2	2	55	1	1	66	4882	111	3696
sctc_E2R2_55m_I1_CTT1	2	2	55	1	2	123	490	156	494
sctc_E2R2_55m_I2_STL1	2	2	55	2	1	55	4287	131	3246
sctc_E2R2_55m_I2_CTT1	2	2	55	2	2	122	115	82	36914
sctc_E2R2_55m_I3_STL1	2	2	55	3	1	82	4000	138	3183
sctc_E2R2_55m_I3_CTT1	2	2	55	3	2	123	167	94	37610
sctc_E2R2_55m_I4_STL1	2	2	55	4	1	66	3313	120	2700
sctc_E2R2_55m_I4_CTT1	2	2	55	4	2	121	82	74	38800
sctc_E2R2_60m_I1_STL1	2	2	60	1	1	64	3041	147	3004
sctc_E2R2_60m_I1_CTT1	2	2	60	1	2	103	110	316	202
sctc_E2R2_60m_I2_STL1	2	2	60	2	1	67	5522	160	4788
sctc_E2R2_60m_I2_CTT1	2	2	60	2	2	122	154	62	68375
sctc_E2R2_60m_I3_STL1	2	2	60	3	1	76	4328	156	3958
sctc_E2R2_60m_I3_CTT1	2	2	60	3	2	118	101	58	45251
sctc_E2R2_60m_I4_STL1	2	2	60	4	1	61	5793	165	5284
sctc_E2R2_60m_I4_CTT1	2	2	60	4	2	114	142	374	146
sctc_E2R2_6m_I1_STL1	2	2	6	1	1	66	1006	169	900
sctc_E2R2_6m_I1_CTT1	2	2	6	1	2	127	572	373	468
sctc_E2R2_6m_I2_STL1	2	2	6	2	1	61	844	134	818
sctc_E2R2_6m_I2_CTT1	2	2	6	2	2	122	707	335	514
sctc_E2R2_6m_I3_STL1	2	2	6	3	1	64	722	153	626
sctc_E2R2_6m_I3_CTT1	2	2	6	3	2	136	532	149	29128
sctc_E2R2_6m_I4_STL1	2	2	6	4	1	64	892	137	1230
sctc_E2R2_6m_I4_CTT1	2	2	6	4	2	126	753	399	470
sctc_E2R2_8m_I1_STL1	2	2	8	1	1	65	1388	148	1256
sctc_E2R2_8m_I1_CTT1	2	2	8	1	2	100	1264	333	890
sctc_E2R2_8m_I2_STL1	2	2	8	2	1	54	1466	167	1170
sctc_E2R2_8m_I2_CTT1	2	2	8	2	2	109	1040	132	27942
sctc_E2R2_8m_I3_STL1	2	2	8	3	1	58	1548	185	1233
sctc_E2R2_8m_I3_CTT1	2	2	8	3	2	119	1173	130	28398
sctc_E2R2_8m_I4_STL1	2	2	8	4	1	83	1157	128	1233
sctc_E2R2_8m_I4_CTT1	2	2	8	4	2	100	1063	173	27273
sctc_E2R3_0m_I1_STL1	2	3	0	1	1	35	131	57	186
sctc_E2R3_0m_I1_CTT1	2	3	0	1	2	56	12	129	119
sctc_E2R3_0m_I2_STL1	2	3	0	2	1	51	130	129	194
sctc_E2R3_0m_I2_CTT1	2	3	0	2	2	59	2	59	9535
sctc_E2R3_0m_I3_STL1	2	3	0	3	1	32	78	68	119
sctc_E2R3_0m_I3_CTT1	2	3	0	3	2	70	4	69	5753
sctc_E2R3_0m_I4_STL1	2	3	0	4	1	63	66	57	172
sctc_E2R3_0m_I4_CTT1	2	3	0	4	2	66	17	141	110
sctc_E2R3_0m_I5_STL1	2	3	0	5	1	55	87	130	161
sctc_E2R3_0m_I5_CTT1	2	3	0	5	2	63	10	145	158
sctc_E2R3_10m_I1_STL1	2	3	10	1	1	62	7538	132	5450
sctc_E2R3_10m_I1_CTT1	2	3	10	1	2	102	10679	490	415
sctc_E2R3_10m_I2_STL1	2	3	10	2	1	65	8444	115	6159
sctc_E2R3_10m_I2_CTT1	2	3	10	2	2	86	10271	94	5239
sctc_E2R3_10m_I3_STL1	2	3	10	3	1	93	10411	116	8017
sctc_E2R3_10m_I3_CTT1	2	3	10	3	2	97	17068	566	569
sctc_E2R3_10m_I4_STL1	2	3	10	4	1	68	7379	109	5487
sctc_E2R3_10m_I4_CTT1	2	3	10	4	2	96	13323	573	401
sctc_E2R3_10m_I5_STL1	2	3	10	5	1	55	4367	116	3478
sctc_E2R3_10m_I5_CTT1	2	3	10	5	2	79	6978	527	254
sctc_E2R3_15m_I1_STL1	2	3	15	1	1	61	11731	134	8049
sctc_E2R3_15m_I1_CTT1	2	3	15	1	2	73	11385	694	329
sctc_E2R3_15m_I2_STL1	2	3	15	2	1	63	12850	161	8453
sctc_E2R3_15m_I2_CTT1	2	3	15	2	2	91	11995	480	996
sctc_E2R3_15m_I3_STL1	2	3	15	3	1	73	8773	108	5914
sctc_E2R3_15m_I3_CTT1	2	3	15	3	2	80	8237	180	4223
sctc_E2R3_15m_I4_STL1	2	3	15	4	1	60	11629	122	7298
sctc_E2R3_15m_I4_CTT1	2	3	15	4	2	93	11028	142	6792
sctc_E2R3_15m_I5_STL1	2	3	15	5	1	53	11348	166	6825
sctc_E2R3_15m_I5_CTT1	2	3	15	5	2	77	9751	160	5129
sctc_E2R3_20m_I1_STL1	2	3	20	1	1	60	19379	148	10479
sctc_E2R3_20m_I1_CTT1	2	3	20	1	2	95	16810	796	724
sctc_E2R3_20m_I2_STL1	2	3	20	2	1	100	23001	180	14365
sctc_E2R3_20m_I2_CTT1	2	3	20	2	2	88	22636	751	851
sctc_E2R3_20m_I3_STL1	2	3	20	3	1	65	27146	204	15147
sctc_E2R3_20m_I3_CTT1	2	3	20	3	2	91	23596	713	1119
sctc_E2R3_20m_I4_STL1	2	3	20	4	1	63	20574	155	12455
sctc_E2R3_20m_I4_CTT1	2	3	20	4	2	80	16647	721	779
sctc_E2R3_20m_I5_STL1	2	3	20	5	1	75	22557	182	13723
sctc_E2R3_20m_I5_CTT1	2	3	20	5	2	93	21020	612	753
sctc_E2R3_25m_I1_STL1	2	3	25	1	1	87	21396	106	12863
sctc_E2R3_25m_I1_CTT1	2	3	25	1	2	78	17139	115	10564
sctc_E2R3_25m_I2_STL1	2	3	25	2	1	69	19601	117	12271
sctc_E2R3_25m_I2_CTT1	2	3	25	2	2	88	13767	146	9281
sctc_E2R3_25m_I3_STL1	2	3	25	3	1	87	38007	180	23414
sctc_E2R3_25m_I3_CTT1	2	3	25	3	2	86	30520	790	462
sctc_E2R3_25m_I4_STL1	2	3	25	4	1	73	30511	199	17738
sctc_E2R3_25m_I4_CTT1	2	3	25	4	2	81	22511	159	12399
sctc_E2R3_25m_I5_STL1	2	3	25	5	1	68	28005	211	16477
sctc_E2R3_25m_I5_CTT1	2	3	25	5	2	83	22634	595	2063
sctc_E2R3_2m_I1_STL1	2	3	2	1	1	43	141	88	184
sctc_E2R3_2m_I1_CTT1	2	3	2	1	2	70	2	68	16436
sctc_E2R3_2m_I2_STL1	2	3	2	2	1	67	254	195	238
sctc_E2R3_2m_I2_CTT1	2	3	2	2	2	157	42	317	74
sctc_E2R3_2m_I3_STL1	2	3	2	3	1	39	154	113	164
sctc_E2R3_2m_I3_CTT1	2	3	2	3	2	73	8	68	18464
sctc_E2R3_2m_I4_STL1	2	3	2	4	1	39	149	154	175
sctc_E2R3_2m_I4_CTT1	2	3	2	4	2	71	8	40	45768
sctc_E2R3_30m_I1_STL1	2	3	30	1	1	98	13693	129	10761
sctc_E2R3_30m_I1_CTT1	2	3	30	1	2	70	7655	108	5933
sctc_E2R3_30m_I2_STL1	2	3	30	2	1	59	13137	129	8372
sctc_E2R3_30m_I2_CTT1	2	3	30	2	2	90	5900	174	5170
sctc_E2R3_30m_I3_STL1	2	3	30	3	1	64	13442	142	9914
sctc_E2R3_30m_I3_CTT1	2	3	30	3	2	83	6976	177	6695
sctc_E2R3_30m_I4_STL1	2	3	30	4	1	65	13764	168	9362
sctc_E2R3_30m_I4_CTT1	2	3	30	4	2	76	6325	216	5510
sctc_E2R3_30m_I5_STL1	2	3	30	5	1	63	15147	150	10908
sctc_E2R3_30m_I5_CTT1	2	3	30	5	2	83	7377	140	6190
sctc_E2R3_35m_I1_STL1	2	3	35	1	1	72	12897	117	9580
sctc_E2R3_35m_I1_CTT1	2	3	35	1	2	81	2655	152	2855
sctc_E2R3_35m_I2_STL1	2	3	35	2	1	52	13133	124	8755
sctc_E2R3_35m_I2_CTT1	2	3	35	2	2	63	3429	142	3060
sctc_E2R3_35m_I3_STL1	2	3	35	3	1	91	9000	103	7448
sctc_E2R3_35m_I3_CTT1	2	3	35	3	2	90	2035	141	2268
sctc_E2R3_35m_I4_STL1	2	3	35	4	1	51	14381	120	10080
sctc_E2R3_35m_I4_CTT1	2	3	35	4	2	71	3235	156	3204
sctc_E2R3_35m_I5_STL1	2	3	35	5	1	52	12660	126	9152
sctc_E2R3_35m_I5_CTT1	2	3	35	5	2	93	3019	171	3071
sctc_E2R3_40m_I1_STL1	2	3	40	1	1	67	24134	131	17082
sctc_E2R3_40m_I1_CTT1	2	3	40	1	2	83	2303	189	2475
sctc_E2R3_40m_I2_STL1	2	3	40	2	1	59	12783	131	10580
sctc_E2R3_40m_I2_CTT1	2	3	40	2	2	77	1201	182	1285
sctc_E2R3_40m_I4_STL1	2	3	40	4	1	53	11445	120	8958
sctc_E2R3_40m_I4_CTT1	2	3	40	4	2	72	927	160	1069
sctc_E2R3_45m_I1_STL1	2	3	45	1	1	53	8422	86	6996
sctc_E2R3_45m_I1_CTT1	2	3	45	1	2	73	399	180	424
sctc_E2R3_45m_I2_STL1	2	3	45	2	1	55	10200	113	8042
sctc_E2R3_45m_I2_CTT1	2	3	45	2	2	84	362	191	444
sctc_E2R3_45m_I3_STL1	2	3	45	3	1	46	9108	90	7616
sctc_E2R3_45m_I3_CTT1	2	3	45	3	2	84	273	196	341
sctc_E2R3_45m_I4_STL1	2	3	45	4	1	55	9250	102	7478
sctc_E2R3_45m_I4_CTT1	2	3	45	4	2	83	258	205	324
sctc_E2R3_4m_I1_STL1	2	3	4	1	1	43	109	104	112
sctc_E2R3_4m_I1_CTT1	2	3	4	1	2	96	35	213	39
sctc_E2R3_4m_I2_STL1	2	3	4	2	1	44	97	105	121
sctc_E2R3_4m_I2_CTT1	2	3	4	2	2	101	41	293	98
sctc_E2R3_4m_I3_STL1	2	3	4	3	1	38	75	108	77
sctc_E2R3_4m_I3_CTT1	2	3	4	3	2	72	39	268	57
sctc_E2R3_4m_I4_STL1	2	3	4	4	1	50	164	108	199
sctc_E2R3_4m_I4_CTT1	2	3	4	4	2	85	55	197	64
sctc_E2R3_50m_I1_STL1	2	3	50	1	1	53	4878	105	4291
sctc_E2R3_50m_I1_CTT1	2	3	50	1	2	86	77	229	114
sctc_E2R3_50m_I2_STL1	2	3	50	2	1	69	4622	141	4140
sctc_E2R3_50m_I2_CTT1	2	3	50	2	2	72	119	183	156
sctc_E2R3_50m_I3_STL1	2	3	50	3	1	42	2862	80	2643
sctc_E2R3_50m_I3_CTT1	2	3	50	3	2	66	74	168	93
sctc_E2R3_50m_I4_STL1	2	3	50	4	1	44	3476	141	3280
sctc_E2R3_50m_I4_CTT1	2	3	50	4	2	93	66	172	143
sctc_E2R3_55m_I1_STL1	2	3	55	1	1	57	5132	115	4262
sctc_E2R3_55m_I1_CTT1	2	3	55	1	2	86	104	286	163
sctc_E2R3_55m_I2_STL1	2	3	55	2	1	53	5383	121	4370
sctc_E2R3_55m_I2_CTT1	2	3	55	2	2	99	134	279	141
sctc_E2R3_55m_I3_STL1	2	3	55	3	1	57	5107	147	4114
sctc_E2R3_55m_I3_CTT1	2	3	55	3	2	83	68	300	78
sctc_E2R3_55m_I4_STL1	2	3	55	4	1	52	6504	136	5726
sctc_E2R3_55m_I4_CTT1	2	3	55	4	2	78	212	159	116
sctc_E2R3_6m_I1_STL1	2	3	6	1	1	69	762	124	670
sctc_E2R3_6m_I1_CTT1	2	3	6	1	2	80	624	170	498
sctc_E2R3_6m_I2_STL1	2	3	6	2	1	57	1849	125	1535
sctc_E2R3_6m_I2_CTT1	2	3	6	2	2	82	942	190	713
sctc_E2R3_6m_I3_STL1	2	3	6	3	1	67	1547	106	1379
sctc_E2R3_6m_I3_CTT1	2	3	6	3	2	73	989	136	811
sctc_E2R3_6m_I4_STL1	2	3	6	4	1	74	1429	113	1275
sctc_E2R3_6m_I4_CTT1	2	3	6	4	2	75	701	154	474
sctc_E2R3_8m_I1_STL1	2	3	8	1	1	62	3710	119	3048
sctc_E2R3_8m_I1_CTT1	2	3	8	1	2	91	3110	483	307
sctc_E2R3_8m_I2_STL1	2	3	8	2	1	54	2912	105	2602
sctc_E2R3_8m_I2_CTT1	2	3	8	2	2	69	2626	117	2065
sctc_E2R3_8m_I3_STL1	2	3	8	3	1	55	3486	113	2797
sctc_E2R3_8m_I3_CTT1	2	3	8	3	2	66	2532	170	1914
sctc_E2R3_8m_I4_STL1	2	3	8	4	1	66	3557	103	2965
sctc_E2R3_8m_I4_CTT1	2	3	8	4	2	70	2823	154	2235
sctc_E2R3_8m_I5_STL1	2	3	8	5	1	62	3283	76	2682
sctc_E2R3_8m_I5_CTT1	2	3	8	5	2	82	2553	126	1993
