GROUP	TARGET	SALT_CONC	BIO_REPL	TIMEPOINT	CELL_COUNT	TOOL	TH_TYPE	STACK_TRIMMED	LR_SLOPE	LR_ICEPT	PEARSON_EST	PEARSON_P	PEARSON_CI95_LO	PEARSON_CI95_HI	SPEARMAN_EST	SPEARMAN_P
97	CTT1	CTT1	0.2	1	35	336	NeuertLab	Fixed	FALSE	0.85446968888749	0.414390840221571	0.983817390476948	1.74050719053911e-251	0.97997841605257	0.986925133869886	0.990284535357412	2.94582229471332e-288
98	CTT1	CTT1	0.2	1	35	336	NeuertLab	Fixed	TRUE	0.859899074980581	0.334311295145784	0.986196486065536	6.21904505687058e-263	0.982917040618994	0.98884991072884	0.987165431443683	3.54872804088697e-268
99	CTT1	CTT1	0.2	1	35	336	NeuertLab	Variable	FALSE	0.831944536542423	0.490587138954037	0.976085197209272	1.93683323149618e-223	0.970439259742534	0.980663374091591	0.987089763923286	9.41195799326918e-268
100	CTT1	CTT1	0.2	1	35	336	NeuertLab	Variable	TRUE	0.88853420457987	0.526213143367967	0.983833768508273	1.47172685888285e-251	0.979998640244977	0.986938387337319	0.983551769915074	2.58151058754916e-250
101	CTT1	CTT1	0.2	1	35	336	Big-FISH	Fixed	FALSE	0.627270293939931	0.386353519269353	0.962726045942806	9.73682441796569e-192	0.953999625181889	0.969822602615599	0.971148386184551	5.23495484711284e-210
102	CTT1	CTT1	0.2	1	35	336	Big-FISH	Fixed	TRUE	0.814863391817232	-0.0754619013066478	0.974493835409221	7.97537520334832e-219	0.968478193534268	0.979373477827785	0.972263757643063	7.94310032296413e-213
103	CTT1	CTT1	0.2	1	35	336	Big-FISH	Variable	FALSE	0.683988155734203	0.75859045352986	0.969694181920753	1.70792537244225e-206	0.96256799954192	0.975480654325068	0.965875011729451	5.03121559719415e-198
104	CTT1	CTT1	0.2	1	35	336	Big-FISH	Variable	TRUE	0.877178532696309	0.533349942843749	0.968589722370428	6.14361266019896e-204	0.961208949358694	0.974584354817858	0.96193115393796	3.08904354364643e-190
105	CTT1	CTT1	0.2	1	40	737	NeuertLab	Fixed	FALSE	0.810437822483486	0.489720044330361	0.987636439785685	0	0.985725442869417	0.989292982702956	0.989977376310506	0
106	CTT1	CTT1	0.2	1	40	737	NeuertLab	Fixed	TRUE	0.834640861494714	0.273847831780136	0.988054700580195	0	0.986207904332003	0.989655494104066	0.98218304071544	0
107	CTT1	CTT1	0.2	1	40	737	NeuertLab	Variable	FALSE	0.833628304018974	0.425597775912408	0.989418395308403	0	0.987781136500171	0.990837281921164	0.989362611634592	0
108	CTT1	CTT1	0.2	1	40	737	NeuertLab	Variable	TRUE	0.776460266993548	0.47007975330868	0.977771595470851	0	0.974355493061405	0.98073707900081	0.976723517088293	0
