IMAGENAME	EXP	REP	TIME	I_NUM	CH	THVAL_HB	THSPOTS_HB	THVAL_BF	THSPOTS_BF
sctc_E2R1_45m_I3_STL1	2	1	45	3	1	88	5921	271	4035
sctc_E2R1_45m_I3_CTT1	2	1	45	3	2	132	139	111	34838
sctc_E2R1_45m_I4_STL1	2	1	45	4	1	81	4988	244	3467
sctc_E2R1_45m_I4_CTT1	2	1	45	4	2	114	168	108	33064
sctc_E2R1_4m_I1_STL1	2	1	4	1	1	67	223	119	189
sctc_E2R1_4m_I1_CTT1	2	1	4	1	2	129	96	96	31615
sctc_E2R1_4m_I2_STL1	2	1	4	2	1	77	95	137	178
sctc_E2R1_4m_I2_CTT1	2	1	4	2	2	109	143	108	32743
sctc_E2R1_4m_I3_STL1	2	1	4	3	1	73	73	156	112
sctc_E2R1_4m_I3_CTT1	2	1	4	3	2	111	180	78	32146
sctc_E2R1_4m_I4_STL1	2	1	4	4	1	72	184	163	227
sctc_E2R1_4m_I4_CTT1	2	1	4	4	2	115	136	94	33693
sctc_E2R1_50m_I1_STL1	2	1	50	1	1	82	2021	191	1904
sctc_E2R1_50m_I1_CTT1	2	1	50	1	2	110	97	267	365
sctc_E2R1_50m_I2_STL1	2	1	50	2	1	84	4153	180	3786
sctc_E2R1_50m_I2_CTT1	2	1	50	2	2	124	143	96	45489
sctc_E2R1_50m_I3_STL1	2	1	50	3	1	84	2794	170	2581
sctc_E2R1_50m_I3_CTT1	2	1	50	3	2	121	130	92	39075
sctc_E2R1_50m_I4_STL1	2	1	50	4	1	59	3597	118	3071
sctc_E2R1_50m_I4_CTT1	2	1	50	4	2	120	130	92	88965
sctc_E2R1_55m_I1_STL1	2	1	55	1	1	81	2527	186	2035
sctc_E2R1_55m_I1_CTT1	2	1	55	1	2	107	80	90	34063
sctc_E2R1_55m_I2_STL1	2	1	55	2	1	77	3197	193	2677
sctc_E2R1_55m_I2_CTT1	2	1	55	2	2	109	110	58	34040
sctc_E2R1_55m_I3_STL1	2	1	55	3	1	89	3254	143	2496
sctc_E2R1_55m_I3_CTT1	2	1	55	3	2	106	105	324	118
sctc_E2R1_55m_I4_STL1	2	1	55	4	1	89	3618	192	3561
sctc_E2R1_55m_I4_CTT1	2	1	55	4	2	116	135	83	33344
sctc_E2R1_6m_I1_STL1	2	1	6	1	1	71	1225	137	925
sctc_E2R1_6m_I1_CTT1	2	1	6	1	2	126	1018	198	772
sctc_E2R1_6m_I2_STL1	2	1	6	2	1	73	1452	143	1288
sctc_E2R1_6m_I2_CTT1	2	1	6	2	2	122	1122	64	29430
sctc_E2R1_6m_I3_STL1	2	1	6	3	1	69	728	176	585
sctc_E2R1_6m_I3_CTT1	2	1	6	3	2	121	578	57	29013
sctc_E2R1_6m_I4_STL1	2	1	6	4	1	85	1920	167	1731
sctc_E2R1_6m_I4_CTT1	2	1	6	4	2	117	1391	105	28402
sctc_E2R1_8m_I1_STL1	2	1	8	1	1	75	1330	155	1256
sctc_E2R1_8m_I1_CTT1	2	1	8	1	2	106	1580	153	1140
sctc_E2R1_8m_I2_STL1	2	1	8	2	1	67	1017	88	1154
sctc_E2R1_8m_I2_CTT1	2	1	8	2	2	104	1040	55	27788
sctc_E2R1_8m_I3_STL1	2	1	8	3	1	87	4058	154	3217
sctc_E2R1_8m_I3_CTT1	2	1	8	3	2	122	4405	502	331
sctc_E2R1_8m_I4_STL1	2	1	8	4	1	81	3016	150	2399
sctc_E2R1_8m_I4_CTT1	2	1	8	4	2	123	3461	63	29829
sctc_E2R2_0m_I1_STL1	2	2	0	1	1	67	83	142	186
sctc_E2R2_0m_I1_CTT1	2	2	0	1	2	117	75	79	44780
sctc_E2R2_0m_I2_STL1	2	2	0	2	1	57	119	115	517
sctc_E2R2_0m_I2_CTT1	2	2	0	2	2	115	94	95	40268
sctc_E2R2_0m_I3_STL1	2	2	0	3	1	54	62	132	73
sctc_E2R2_0m_I3_CTT1	2	2	0	3	2	118	71	102	39213
sctc_E2R2_0m_I4_STL1	2	2	0	4	1	81	73	131	110
sctc_E2R2_0m_I4_CTT1	2	2	0	4	2	113	87	127	33844
sctc_E2R2_10m_I1_STL1	2	2	10	1	1	66	4492	205	3165
sctc_E2R2_10m_I1_CTT1	2	2	10	1	2	104	4691	89	29572
sctc_E2R2_10m_I2_STL1	2	2	10	2	1	57	3733	158	2524
sctc_E2R2_10m_I2_CTT1	2	2	10	2	2	NaN	NaN	356	2082
sctc_E2R2_10m_I3_STL1	2	2	10	3	1	82	2933	193	2363
sctc_E2R2_10m_I3_CTT1	2	2	10	3	2	97	3426	111	28594
sctc_E2R2_10m_I4_STL1	2	2	10	4	1	61	3523	184	2645
sctc_E2R2_10m_I4_CTT1	2	2	10	4	2	104	3604	118	28274
sctc_E2R2_10m_I5_STL1	2	2	10	5	1	66	3083	161	2446
sctc_E2R2_10m_I5_CTT1	2	2	10	5	2	102	2696	318	1904
sctc_E2R2_15m_I1_STL1	2	2	15	1	1	81	4432	237	2679
sctc_E2R2_15m_I1_CTT1	2	2	15	1	2	101	4683	404	2007
sctc_E2R2_15m_I2_STL1	2	2	15	2	1	70	5068	214	3045
sctc_E2R2_15m_I2_CTT1	2	2	15	2	2	111	5186	71	28680
sctc_E2R2_15m_I3_STL1	2	2	15	3	1	71	5239	189	3635
sctc_E2R2_15m_I3_CTT1	2	2	15	3	2	97	5739	80	28196
sctc_E2R2_15m_I4_STL1	2	2	15	4	1	69	3850	219	2735
sctc_E2R2_15m_I4_CTT1	2	2	15	4	2	102	4574	71	28068
sctc_E2R2_1m_I1_STL1	2	2	1	1	1	73	467	121	610
sctc_E2R2_1m_I1_CTT1	2	2	1	1	2	146	232	363	187
sctc_E2R2_1m_I2_STL1	2	2	1	2	1	70	404	98	547
sctc_E2R2_1m_I2_CTT1	2	2	1	2	2	136	280	124	34936
sctc_E2R2_1m_I3_STL1	2	2	1	3	1	71	191	117	303
sctc_E2R2_1m_I3_CTT1	2	2	1	3	2	132	56	512	12
sctc_E2R2_1m_I4_STL1	2	2	1	4	1	63	125	132	154
sctc_E2R2_1m_I4_CTT1	2	2	1	4	2	118	101	227	7238
sctc_E2R2_1m_I5_STL1	2	2	1	5	1	68	145	113	195
sctc_E2R2_1m_I5_CTT1	2	2	1	5	2	126	69	90	43340
sctc_E2R2_20m_I1_STL1	2	2	20	1	1	107	43493	777	4657
sctc_E2R2_20m_I1_CTT1	2	2	20	1	2	134	42866	836	3062
sctc_E2R2_20m_I2_STL1	2	2	20	2	1	94	30923	307	11229
sctc_E2R2_20m_I2_CTT1	2	2	20	2	2	118	31286	135	33501
sctc_E2R2_20m_I3_STL1	2	2	20	3	1	82	27867	390	10397
sctc_E2R2_20m_I3_CTT1	2	2	20	3	2	119	28029	609	5390
sctc_E2R2_20m_I4_STL1	2	2	20	4	1	71	28953	268	14148
sctc_E2R2_20m_I4_CTT1	2	2	20	4	2	122	27057	24	45532
sctc_E2R2_25m_I1_STL1	2	2	25	1	1	81	2448	200	1482
sctc_E2R2_25m_I1_CTT1	2	2	25	1	2	102	2077	85	27334
sctc_E2R2_25m_I2_STL1	2	2	25	2	1	70	1740	164	1790
sctc_E2R2_25m_I2_CTT1	2	2	25	2	2	86	1505	85	27168
sctc_E2R2_25m_I3_STL1	2	2	25	3	1	76	3055	241	1920
sctc_E2R2_25m_I3_CTT1	2	2	25	3	2	88	3005	268	1655
sctc_E2R2_25m_I4_STL1	2	2	25	4	1	82	1810	207	1110
sctc_E2R2_25m_I4_CTT1	2	2	25	4	2	97	1699	50	27498
sctc_E2R2_2m_I1_STL1	2	2	2	1	1	56	31	115	55
sctc_E2R2_2m_I1_CTT1	2	2	2	1	2	92	63	335	45
sctc_E2R2_2m_I2_STL1	2	2	2	2	1	63	46	87	118
sctc_E2R2_2m_I2_CTT1	2	2	2	2	2	98	52	73	36671
sctc_E2R2_2m_I3_STL1	2	2	2	3	1	60	67	113	86
sctc_E2R2_2m_I3_CTT1	2	2	2	3	2	103	47	333	99
sctc_E2R2_2m_I4_STL1	2	2	2	4	1	83	162	96	245
sctc_E2R2_2m_I4_CTT1	2	2	2	4	2	106	63	76	81611
sctc_E2R2_30m_I1_STL1	2	2	30	1	1	87	5576	246	3070
sctc_E2R2_30m_I1_CTT1	2	2	30	1	2	117	3787	224	2340
sctc_E2R2_30m_I2_STL1	2	2	30	2	1	87	6077	253	4154
sctc_E2R2_30m_I2_CTT1	2	2	30	2	2	118	4208	71	29797
sctc_E2R2_30m_I3_STL1	2	2	30	3	1	96	8777	293	5532
sctc_E2R2_30m_I3_CTT1	2	2	30	3	2	125	5533	62	31391
sctc_E2R2_30m_I4_STL1	2	2	30	4	1	86	6715	260	3664
sctc_E2R2_30m_I4_CTT1	2	2	30	4	2	113	4277	118	29227
sctc_E2R2_35m_I1_STL1	2	2	35	1	1	73	6186	207	4959
sctc_E2R2_35m_I1_CTT1	2	2	35	1	2	106	2345	343	1957
sctc_E2R2_35m_I2_STL1	2	2	35	2	1	83	9079	312	5039
sctc_E2R2_35m_I2_CTT1	2	2	35	2	2	112	3271	126	31762
sctc_E2R2_35m_I3_STL1	2	2	35	3	1	87	8105	297	4321
sctc_E2R2_35m_I3_CTT1	2	2	35	3	2	103	2888	116	29863
sctc_E2R2_35m_I4_STL1	2	2	35	4	1	82	15706	319	9826
sctc_E2R2_35m_I4_CTT1	2	2	35	4	2	113	6364	131	31056
sctc_E2R2_40m_I1_STL1	2	2	40	1	1	87	9699	200	8283
sctc_E2R2_40m_I1_CTT1	2	2	40	1	2	123	1488	456	1157
sctc_E2R2_40m_I2_STL1	2	2	40	2	1	91	6570	199	5242
sctc_E2R2_40m_I2_CTT1	2	2	40	2	2	107	1175	91	32097
sctc_E2R2_40m_I3_STL1	2	2	40	3	1	79	12098	130	12612
sctc_E2R2_40m_I3_CTT1	2	2	40	3	2	126	2055	116	31515
sctc_E2R2_40m_I4_STL1	2	2	40	4	1	81	12705	206	11653
sctc_E2R2_40m_I4_CTT1	2	2	40	4	2	121	2077	153	33788
sctc_E2R2_45m_I1_STL1	2	2	45	1	1	62	4740	209	2796
sctc_E2R2_45m_I1_CTT1	2	2	45	1	2	101	342	97	32620
sctc_E2R2_45m_I2_STL1	2	2	45	2	1	72	3323	181	2507
sctc_E2R2_45m_I2_CTT1	2	2	45	2	2	108	137	86	32452
sctc_E2R2_45m_I3_STL1	2	2	45	3	1	67	3712	194	2388
sctc_E2R2_45m_I3_CTT1	2	2	45	3	2	103	187	103	32736
sctc_E2R2_45m_I4_STL1	2	2	45	4	1	54	2148	147	1634
sctc_E2R2_45m_I4_CTT1	2	2	45	4	2	83	156	100	29658
sctc_E2R2_4m_I1_STL1	2	2	4	1	1	49	43	140	42
sctc_E2R2_4m_I1_CTT1	2	2	4	1	2	86	42	367	7
sctc_E2R2_4m_I2_STL1	2	2	4	2	1	50	34	110	57
sctc_E2R2_4m_I2_CTT1	2	2	4	2	2	86	62	70	38539
sctc_E2R2_4m_I3_STL1	2	2	4	3	1	58	64	95	172
sctc_E2R2_4m_I3_CTT1	2	2	4	3	2	94	71	73	36795
sctc_E2R2_4m_I4_STL1	2	2	4	4	1	48	28	95	57
sctc_E2R2_4m_I4_CTT1	2	2	4	4	2	84	52	299	36
sctc_E2R2_50m_I1_STL1	2	2	50	1	1	60	4741	152	3795
sctc_E2R2_50m_I1_CTT1	2	2	50	1	2	110	171	283	217
sctc_E2R2_50m_I2_STL1	2	2	50	2	1	65	3943	150	3467
sctc_E2R2_50m_I2_CTT1	2	2	50	2	2	111	507	118	31509
sctc_E2R2_50m_I3_STL1	2	2	50	3	1	64	5846	142	5443
sctc_E2R2_50m_I3_CTT1	2	2	50	3	2	119	168	101	40308
sctc_E2R2_50m_I4_STL1	2	2	50	4	1	71	3904	125	3900
sctc_E2R2_50m_I4_CTT1	2	2	50	4	2	115	121	103	35102
sctc_E2R2_50m_I5_STL1	2	2	50	5	1	84	2911	160	2852
sctc_E2R2_50m_I5_CTT1	2	2	50	5	2	120	83	112	34418
sctc_E2R2_55m_I1_STL1	2	2	55	1	1	65	4900	111	3696
sctc_E2R2_55m_I1_CTT1	2	2	55	1	2	116	518	156	494
sctc_E2R2_55m_I2_STL1	2	2	55	2	1	56	4264	131	3246
sctc_E2R2_55m_I2_CTT1	2	2	55	2	2	120	118	82	36914
sctc_E2R2_55m_I3_STL1	2	2	55	3	1	79	4045	138	3183
sctc_E2R2_55m_I3_CTT1	2	2	55	3	2	121	172	94	37610
sctc_E2R2_55m_I4_STL1	2	2	55	4	1	58	3416	120	2700
sctc_E2R2_55m_I4_CTT1	2	2	55	4	2	114	113	74	38800
sctc_E2R2_60m_I1_STL1	2	2	60	1	1	64	3041	147	3004
sctc_E2R2_60m_I1_CTT1	2	2	60	1	2	104	108	316	202
sctc_E2R2_60m_I2_STL1	2	2	60	2	1	65	5565	160	4788
sctc_E2R2_60m_I2_CTT1	2	2	60	2	2	119	160	62	68375
sctc_E2R2_60m_I3_STL1	2	2	60	3	1	76	4328	156	3958
sctc_E2R2_60m_I3_CTT1	2	2	60	3	2	120	98	58	45251
sctc_E2R2_60m_I4_STL1	2	2	60	4	1	61	5793	165	5284
sctc_E2R2_60m_I4_CTT1	2	2	60	4	2	113	147	374	146
sctc_E2R2_6m_I1_STL1	2	2	6	1	1	64	1014	169	900
sctc_E2R2_6m_I1_CTT1	2	2	6	1	2	126	573	373	468
sctc_E2R2_6m_I2_STL1	2	2	6	2	1	60	849	134	818
sctc_E2R2_6m_I2_CTT1	2	2	6	2	2	118	730	335	514
sctc_E2R2_6m_I3_STL1	2	2	6	3	1	63	725	153	626
sctc_E2R2_6m_I3_CTT1	2	2	6	3	2	131	540	149	29128
sctc_E2R2_6m_I4_STL1	2	2	6	4	1	63	896	137	1230
sctc_E2R2_6m_I4_CTT1	2	2	6	4	2	124	763	399	470
sctc_E2R2_8m_I1_STL1	2	2	8	1	1	58	1417	148	1256
sctc_E2R2_8m_I1_CTT1	2	2	8	1	2	100	1264	333	890
sctc_E2R2_8m_I2_STL1	2	2	8	2	1	53	1474	167	1170
sctc_E2R2_8m_I2_CTT1	2	2	8	2	2	105	1067	132	27942
sctc_E2R2_8m_I3_STL1	2	2	8	3	1	58	1548	185	1233
sctc_E2R2_8m_I3_CTT1	2	2	8	3	2	113	1229	130	28398
sctc_E2R2_8m_I4_STL1	2	2	8	4	1	75	1190	128	1233
sctc_E2R2_8m_I4_CTT1	2	2	8	4	2	96	1102	173	27273
sctc_E2R3_0m_I1_STL1	2	3	0	1	1	34	131	57	186
sctc_E2R3_0m_I1_CTT1	2	3	0	1	2	55	14	129	119
sctc_E2R3_0m_I2_STL1	2	3	0	2	1	46	133	129	194
sctc_E2R3_0m_I2_CTT1	2	3	0	2	2	59	2	59	9535
sctc_E2R3_0m_I3_STL1	2	3	0	3	1	32	78	68	119
sctc_E2R3_0m_I3_CTT1	2	3	0	3	2	69	4	69	5753
sctc_E2R3_0m_I4_STL1	2	3	0	4	1	39	82	57	172
sctc_E2R3_0m_I4_CTT1	2	3	0	4	2	67	16	141	110
sctc_E2R3_0m_I5_STL1	2	3	0	5	1	36	102	130	161
sctc_E2R3_0m_I5_CTT1	2	3	0	5	2	62	10	145	158
sctc_E2R3_10m_I1_STL1	2	3	10	1	1	62	7538	132	5450
sctc_E2R3_10m_I1_CTT1	2	3	10	1	2	103	10627	490	415
sctc_E2R3_10m_I2_STL1	2	3	10	2	1	64	8457	115	6159
sctc_E2R3_10m_I2_CTT1	2	3	10	2	2	88	10195	94	5239
sctc_E2R3_10m_I3_STL1	2	3	10	3	1	84	10599	116	8017
sctc_E2R3_10m_I3_CTT1	2	3	10	3	2	92	17506	566	569
sctc_E2R3_10m_I4_STL1	2	3	10	4	1	66	7405	109	5487
sctc_E2R3_10m_I4_CTT1	2	3	10	4	2	95	13382	573	401
sctc_E2R3_10m_I5_STL1	2	3	10	5	1	55	4367	116	3478
sctc_E2R3_10m_I5_CTT1	2	3	10	5	2	76	7136	527	254
sctc_E2R3_15m_I1_STL1	2	3	15	1	1	61	11731	134	8049
sctc_E2R3_15m_I1_CTT1	2	3	15	1	2	73	11385	694	329
sctc_E2R3_15m_I2_STL1	2	3	15	2	1	62	12876	161	8453
sctc_E2R3_15m_I2_CTT1	2	3	15	2	2	89	12052	480	996
sctc_E2R3_15m_I3_STL1	2	3	15	3	1	72	8789	108	5914
sctc_E2R3_15m_I3_CTT1	2	3	15	3	2	79	8248	180	4223
sctc_E2R3_15m_I4_STL1	2	3	15	4	1	61	11604	122	7298
sctc_E2R3_15m_I4_CTT1	2	3	15	4	2	87	11198	142	6792
sctc_E2R3_15m_I5_STL1	2	3	15	5	1	54	11329	166	6825
sctc_E2R3_15m_I5_CTT1	2	3	15	5	2	76	9771	160	5129
sctc_E2R3_20m_I1_STL1	2	3	20	1	1	62	19307	148	10479
sctc_E2R3_20m_I1_CTT1	2	3	20	1	2	95	16810	796	724
sctc_E2R3_20m_I2_STL1	2	3	20	2	1	92	23827	180	14365
sctc_E2R3_20m_I2_CTT1	2	3	20	2	2	90	22548	751	851
sctc_E2R3_20m_I3_STL1	2	3	20	3	1	65	27146	204	15147
sctc_E2R3_20m_I3_CTT1	2	3	20	3	2	88	23755	713	1119
sctc_E2R3_20m_I4_STL1	2	3	20	4	1	76	19991	155	12455
sctc_E2R3_20m_I4_CTT1	2	3	20	4	2	77	16737	721	779
sctc_E2R3_20m_I5_STL1	2	3	20	5	1	75	22557	182	13723
sctc_E2R3_20m_I5_CTT1	2	3	20	5	2	88	21214	612	753
sctc_E2R3_25m_I1_STL1	2	3	25	1	1	87	21396	106	12863
sctc_E2R3_25m_I1_CTT1	2	3	25	1	2	76	17228	115	10564
sctc_E2R3_25m_I2_STL1	2	3	25	2	1	63	19847	117	12271
sctc_E2R3_25m_I2_CTT1	2	3	25	2	2	86	13824	146	9281
sctc_E2R3_25m_I3_STL1	2	3	25	3	1	99	35701	180	23414
sctc_E2R3_25m_I3_CTT1	2	3	25	3	2	88	30371	790	462
sctc_E2R3_25m_I4_STL1	2	3	25	4	1	92	28544	199	17738
sctc_E2R3_25m_I4_CTT1	2	3	25	4	2	78	22698	159	12399
sctc_E2R3_25m_I5_STL1	2	3	25	5	1	70	27855	211	16477
sctc_E2R3_25m_I5_CTT1	2	3	25	5	2	86	22462	595	2063
sctc_E2R3_2m_I1_STL1	2	3	2	1	1	40	141	88	184
sctc_E2R3_2m_I1_CTT1	2	3	2	1	2	66	5	68	16436
sctc_E2R3_2m_I2_STL1	2	3	2	2	1	56	257	195	238
sctc_E2R3_2m_I2_CTT1	2	3	2	2	2	105	47	317	74
sctc_E2R3_2m_I3_STL1	2	3	2	3	1	39	154	113	164
sctc_E2R3_2m_I3_CTT1	2	3	2	3	2	75	8	68	18464
sctc_E2R3_2m_I4_STL1	2	3	2	4	1	39	149	154	175
sctc_E2R3_2m_I4_CTT1	2	3	2	4	2	72	7	40	45768
sctc_E2R3_30m_I1_STL1	2	3	30	1	1	83	15330	129	10761
sctc_E2R3_30m_I1_CTT1	2	3	30	1	2	69	7675	108	5933
sctc_E2R3_30m_I2_STL1	2	3	30	2	1	60	13119	129	8372
sctc_E2R3_30m_I2_CTT1	2	3	30	2	2	85	5971	174	5170
sctc_E2R3_30m_I3_STL1	2	3	30	3	1	64	13442	142	9914
sctc_E2R3_30m_I3_CTT1	2	3	30	3	2	80	7029	177	6695
sctc_E2R3_30m_I4_STL1	2	3	30	4	1	66	13741	168	9362
sctc_E2R3_30m_I4_CTT1	2	3	30	4	2	77	6310	216	5510
sctc_E2R3_30m_I5_STL1	2	3	30	5	1	65	15113	150	10908
sctc_E2R3_30m_I5_CTT1	2	3	30	5	2	85	7348	140	6190
sctc_E2R3_35m_I1_STL1	2	3	35	1	1	66	13135	117	9580
sctc_E2R3_35m_I1_CTT1	2	3	35	1	2	79	2672	152	2855
sctc_E2R3_35m_I2_STL1	2	3	35	2	1	52	13133	124	8755
sctc_E2R3_35m_I2_CTT1	2	3	35	2	2	65	3393	142	3060
sctc_E2R3_35m_I3_STL1	2	3	35	3	1	81	9742	103	7448
sctc_E2R3_35m_I3_CTT1	2	3	35	3	2	77	2141	141	2268
sctc_E2R3_35m_I4_STL1	2	3	35	4	1	52	14355	120	10080
sctc_E2R3_35m_I4_CTT1	2	3	35	4	2	72	3226	156	3204
sctc_E2R3_35m_I5_STL1	2	3	35	5	1	52	12660	126	9152
sctc_E2R3_35m_I5_CTT1	2	3	35	5	2	89	3045	171	3071
sctc_E2R3_40m_I1_STL1	2	3	40	1	1	63	24336	131	17082
sctc_E2R3_40m_I1_CTT1	2	3	40	1	2	86	2272	189	2475
sctc_E2R3_40m_I2_STL1	2	3	40	2	1	58	12802	131	10580
sctc_E2R3_40m_I2_CTT1	2	3	40	2	2	77	1201	182	1285
sctc_E2R3_40m_I4_STL1	2	3	40	4	1	51	11482	120	8958
sctc_E2R3_40m_I4_CTT1	2	3	40	4	2	73	925	160	1069
sctc_E2R3_45m_I1_STL1	2	3	45	1	1	51	8450	86	6996
sctc_E2R3_45m_I1_CTT1	2	3	45	1	2	74	397	180	424
sctc_E2R3_45m_I2_STL1	2	3	45	2	1	52	10246	113	8042
sctc_E2R3_45m_I2_CTT1	2	3	45	2	2	82	365	191	444
sctc_E2R3_45m_I3_STL1	2	3	45	3	1	46	9108	90	7616
sctc_E2R3_45m_I3_CTT1	2	3	45	3	2	83	273	196	341
sctc_E2R3_45m_I4_STL1	2	3	45	4	1	54	9264	102	7478
sctc_E2R3_45m_I4_CTT1	2	3	45	4	2	83	258	205	324
sctc_E2R3_4m_I1_STL1	2	3	4	1	1	41	110	104	112
sctc_E2R3_4m_I1_CTT1	2	3	4	1	2	86	38	213	39
sctc_E2R3_4m_I2_STL1	2	3	4	2	1	45	97	105	121
sctc_E2R3_4m_I2_CTT1	2	3	4	2	2	93	43	293	98
sctc_E2R3_4m_I3_STL1	2	3	4	3	1	37	75	108	77
sctc_E2R3_4m_I3_CTT1	2	3	4	3	2	71	39	268	57
sctc_E2R3_4m_I4_STL1	2	3	4	4	1	48	165	108	199
sctc_E2R3_4m_I4_CTT1	2	3	4	4	2	85	55	197	64
sctc_E2R3_50m_I1_STL1	2	3	50	1	1	53	4878	105	4291
sctc_E2R3_50m_I1_CTT1	2	3	50	1	2	89	77	229	114
sctc_E2R3_50m_I2_STL1	2	3	50	2	1	63	4690	141	4140
sctc_E2R3_50m_I2_CTT1	2	3	50	2	2	72	119	183	156
sctc_E2R3_50m_I3_STL1	2	3	50	3	1	42	2862	80	2643
sctc_E2R3_50m_I3_CTT1	2	3	50	3	2	66	74	168	93
sctc_E2R3_50m_I4_STL1	2	3	50	4	1	44	3476	141	3280
sctc_E2R3_50m_I4_CTT1	2	3	50	4	2	92	66	172	143
sctc_E2R3_55m_I1_STL1	2	3	55	1	1	54	5153	115	4262
sctc_E2R3_55m_I1_CTT1	2	3	55	1	2	86	104	286	163
sctc_E2R3_55m_I2_STL1	2	3	55	2	1	52	5390	121	4370
sctc_E2R3_55m_I2_CTT1	2	3	55	2	2	88	146	279	141
sctc_E2R3_55m_I3_STL1	2	3	55	3	1	55	5116	147	4114
sctc_E2R3_55m_I3_CTT1	2	3	55	3	2	81	72	300	78
sctc_E2R3_55m_I4_STL1	2	3	55	4	1	53	6492	136	5726
sctc_E2R3_55m_I4_CTT1	2	3	55	4	2	81	204	159	116
sctc_E2R3_6m_I1_STL1	2	3	6	1	1	64	781	124	670
sctc_E2R3_6m_I1_CTT1	2	3	6	1	2	74	635	170	498
sctc_E2R3_6m_I2_STL1	2	3	6	2	1	55	1871	125	1535
sctc_E2R3_6m_I2_CTT1	2	3	6	2	2	78	960	190	713
sctc_E2R3_6m_I3_STL1	2	3	6	3	1	57	1634	106	1379
sctc_E2R3_6m_I3_CTT1	2	3	6	3	2	71	1000	136	811
sctc_E2R3_6m_I4_STL1	2	3	6	4	1	73	1437	113	1275
sctc_E2R3_6m_I4_CTT1	2	3	6	4	2	68	746	154	474
sctc_E2R3_8m_I1_STL1	2	3	8	1	1	60	3724	119	3048
sctc_E2R3_8m_I1_CTT1	2	3	8	1	2	83	3174	483	307
sctc_E2R3_8m_I2_STL1	2	3	8	2	1	54	2912	105	2602
sctc_E2R3_8m_I2_CTT1	2	3	8	2	2	69	2626	117	2065
sctc_E2R3_8m_I3_STL1	2	3	8	3	1	54	3498	113	2797
sctc_E2R3_8m_I3_CTT1	2	3	8	3	2	66	2532	170	1914
sctc_E2R3_8m_I4_STL1	2	3	8	4	1	64	3569	103	2965
sctc_E2R3_8m_I4_CTT1	2	3	8	4	2	70	2823	154	2235
sctc_E2R3_8m_I5_STL1	2	3	8	5	1	60	3298	76	2682
sctc_E2R3_8m_I5_CTT1	2	3	8	5	2	78	2587	126	1993
