IMGNAME	GROUP_A	GROUP_B	THVAL_HB	SPOTS_HB	FSCORE_HB	THVAL_BF	SPOTS_BF	FSCORE_BF
histonesc_D0I3C_H3K36me3_Xist	XistI_CY5	XistI_Lo	80	10	NaN	186	92	NaN
histonesc_D0I3C_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	1366	197	NaN	183	297	NaN
histonesc_D0I3C_H3K36me3_Histone	H3K36me3	H3K36me3_D0	86	3051	NaN	191	66591	NaN
histonesc_D2I1A_H3K36me3_Xist	XistI_CY5	XistI_Hi	60	189	NaN	185	217	NaN
histonesc_D2I1A_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	836	166	NaN	37	29269	NaN
histonesc_D2I1A_H3K36me3_Histone	H3K36me3	H3K36me3_D2	57	23959	NaN	258	96432	NaN
histonesc_D2I1B_H3K36me3_Xist	XistI_CY5	XistI_Hi	58	144	NaN	171	96	NaN
histonesc_D2I1B_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	1164	114	NaN	201	151	NaN
histonesc_D2I1B_H3K36me3_Histone	H3K36me3	H3K36me3_D2	66	14123	NaN	191	76667	NaN
histonesc_D2I1C_H3K36me3_Xist	XistI_CY5	XistI_Hi	68	182	NaN	160	120	NaN
histonesc_D2I1C_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	1147	165	NaN	39	27889	NaN
histonesc_D2I1C_H3K36me3_Histone	H3K36me3	H3K36me3_D2	62	10577	NaN	351	52726	NaN
histonesc_D2I2A_H3K36me3_Xist	XistI_CY5	XistI_Hi	64	113	NaN	182	150	NaN
histonesc_D2I2A_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	950	185	NaN	189	248	NaN
histonesc_D2I2A_H3K36me3_Histone	H3K36me3	H3K36me3_D2	91	7458	NaN	271	75030	NaN
histonesc_D2I2B_H3K36me3_Xist	XistI_CY5	XistI_Hi	73	126	NaN	192	119	NaN
histonesc_D2I2B_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	1716	135	NaN	214	189	NaN
histonesc_D2I2B_H3K36me3_Histone	H3K36me3	H3K36me3_D2	84	7622	NaN	259	80463	NaN
histonesc_D2I2C_H3K36me3_Xist	XistI_CY5	XistI_Hi	80	122	NaN	233	129	NaN
histonesc_D2I2C_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	950	220	NaN	39	29912	NaN
histonesc_D2I2C_H3K36me3_Histone	H3K36me3	H3K36me3_D2	58	13080	NaN	305	65552	NaN
histonesc_D2I3A_H3K36me3_Xist	XistI_CY5	XistI_Hi	61	134	NaN	158	139	NaN
histonesc_D2I3A_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	1120	143	NaN	245	244	NaN
histonesc_D2I3A_H3K36me3_Histone	H3K36me3	H3K36me3_D2	87	9971	NaN	229	81571	NaN
histonesc_D2I3B_H3K36me3_Xist	XistI_CY5	XistI_Hi	64	146	NaN	197	119	NaN
histonesc_D2I3B_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	1015	160	NaN	223	288	NaN
histonesc_D2I3B_H3K36me3_Histone	H3K36me3	H3K36me3_D2	74	10642	NaN	290	71203	NaN
histonesc_D2I3C_H3K36me3_Xist	XistI_CY5	XistI_Hi	85	194	NaN	211	229	NaN
histonesc_D2I3C_H3K36me3_Tsix	TsixI_TMR	TsixI_wHist	1117	162	NaN	36	28363	NaN
histonesc_D2I3C_H3K36me3_Histone	H3K36me3	H3K36me3_D2	65	9727	NaN	276	57515	NaN
ROI001_P01_XY1657818948_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	104	892	NaN	722	1888	NaN
ROI001_P01_XY1657818948_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	111	579	NaN	419	638	NaN
ROI001_P02_XY1657818949_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	114	326	NaN	131	6137	NaN
ROI001_P02_XY1657818949_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	183	371	NaN	109	608	NaN
ROI001_P03_XY1657818950_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	111	789	NaN	589	2765	NaN
ROI001_P03_XY1657818950_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	131	478	NaN	219	564	NaN
ROI001_P04_XY1657818951_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	106	1054	NaN	962	3305	NaN
ROI001_P04_XY1657818951_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	128	287	NaN	1337	580	NaN
ROI001_P05_XY1657818952_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	91	1275	NaN	906	2150	NaN
ROI001_P05_XY1657818952_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	115	614	NaN	1365	824	NaN
ROI001_P06_XY1657818953_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	93	1238	NaN	336	1777	NaN
ROI001_P06_XY1657818953_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	120	473	NaN	NaN	NaN	NaN
ROI001_P07_XY1657818954_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	105	2381	NaN	85	3073	NaN
ROI001_P07_XY1657818954_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	129	1458	NaN	107	1840	NaN
ROI001_P08_XY1657818955_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	103	1403	NaN	599	2392	NaN
ROI001_P08_XY1657818955_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	117	703	NaN	159	866	NaN
ROI001_P09_XY1657818956_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	95	2012	NaN	720	3216	NaN
ROI001_P09_XY1657818956_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	125	1189	NaN	1186	1764	NaN
ROI001_P10_XY1657818957_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	115	1191	NaN	543	2740	NaN
ROI001_P10_XY1657818957_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	111	635	NaN	NaN	NaN	NaN
ROI001_P11_XY1657818958_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	96	2851	NaN	617	3648	NaN
ROI001_P11_XY1657818958_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	107	1853	NaN	265	2231	NaN
ROI001_P12_XY1657818959_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	140	1679	NaN	527	2750	NaN
ROI001_P12_XY1657818959_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	155	792	NaN	1327	1622	NaN
ROI001_XY1657822809_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	106	135	NaN	962	2285	NaN
ROI001_XY1657822809_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	146	79	NaN	NaN	NaN	NaN
ROI002_XY1657822933_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	83	658	NaN	769	2704	NaN
ROI002_XY1657822933_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	114	84	NaN	1890	219	NaN
ROI003_XY1657822934_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	103	148	NaN	978	2631	NaN
ROI003_XY1657822934_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	116	14	NaN	107	32	NaN
ROI005_XY1657822936_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	95	300	NaN	833	3313	NaN
ROI005_XY1657822936_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	118	118	NaN	262	186	NaN
ROI006_XY1657822937_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	70	287	NaN	1028	1371	NaN
ROI006_XY1657822937_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	113	21	NaN	163	134	NaN
ROI007_XY1657822938_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	80	14	NaN	NaN	NaN	NaN
ROI007_XY1657822938_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	127	15	NaN	964	78476	NaN
ROI008_XY1657822939_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	70	379	NaN	NaN	NaN	NaN
ROI008_XY1657822939_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	115	12	NaN	1191	62824	NaN
ROI009_XY1657822940_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	76	242	NaN	1086	1018	NaN
ROI009_XY1657822940_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	109	100	NaN	NaN	NaN	NaN
ROI010_XY1657822941_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	81	340	NaN	764	2533	NaN
ROI010_XY1657822941_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	109	74	NaN	NaN	NaN	NaN
ROI011_XY1657822942_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	71	77	NaN	1059	1464	NaN
ROI011_XY1657822942_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	110	61	NaN	686	99	NaN
ROI012_XY1657822943_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	73	34	NaN	1028	1411	NaN
ROI012_XY1657822943_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	105	14	NaN	531	41175	NaN
ROI013_XY1657822944_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	80	204	NaN	904	2946	NaN
ROI013_XY1657822944_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	110	28	NaN	1111	56780	NaN
ROI014_XY1657822945_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	109	202	NaN	866	3960	NaN
ROI014_XY1657822945_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	130	152	NaN	1454	498	NaN
ROI016_XY1657822947_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	97	427	NaN	784	4313	NaN
ROI016_XY1657822947_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	126	114	NaN	840	228	NaN
ROI017_XY1657822948_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	98	753	NaN	837	3926	NaN
ROI017_XY1657822948_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	131	147	NaN	168	190	NaN
ROI018_XY1657822949_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	88	648	NaN	965	2290	NaN
ROI018_XY1657822949_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	126	167	NaN	1577	505	NaN
ROI001_XY1657814108_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	136	2060	NaN	126	2362	NaN
ROI001_XY1657814108_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	129	1570	NaN	112	1593	NaN
ROI002_XY1657815441_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	127	3452	NaN	722	98	NaN
ROI002_XY1657815441_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	170	2277	NaN	815	159	NaN
ROI003_XY1657814110_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	101	1441	NaN	116	1655	NaN
ROI003_XY1657814110_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	152	952	NaN	107	1121	NaN
ROI004_XY1657814111_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	171	1106	NaN	104	2984	NaN
ROI004_XY1657814111_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	128	958	NaN	125	1019	NaN
ROI005_XY1657814112_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	156	1687	NaN	96	3584	NaN
ROI005_XY1657814112_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	153	1549	NaN	117	1764	NaN
ROI006_XY1657814113_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	216	620	NaN	137	1526	NaN
ROI006_XY1657814113_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	129	730	NaN	112	854	NaN
ROI007_XY1657814114_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	128	1645	NaN	119	2516	NaN
ROI007_XY1657814114_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	130	1260	NaN	106	1349	NaN
ROI008_XY1657814115_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	157	3042	NaN	710	182	NaN
ROI008_XY1657814115_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	173	2169	NaN	750	199	NaN
ROI009_XY1657814116_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	124	1567	NaN	145	2431	NaN
ROI009_XY1657814116_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	156	1066	NaN	165	1111	NaN
ROI010_XY1657814117_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	190	1037	NaN	93	3574	NaN
ROI010_XY1657814117_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	163	706	NaN	110	939	NaN
ROI011_XY1657814118_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	159	1374	NaN	113	2987	NaN
ROI011_XY1657814118_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	125	1077	NaN	121	1219	NaN
ROI012_XY1657814119_Z00_T0_GFP	HeLa_GFP	HeLa_GFP	158	2234	NaN	554	286	NaN
ROI012_XY1657814119_Z00_T0_CY5	HeLa_CY5	HeLa_CY5	161	1809	NaN	135	1972	NaN
histonesc_D0I1D_H3K4me2_Xist	XistI_CY5	XistI_Lo	64	12	NaN	191	132	NaN
histonesc_D0I1D_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	1128	236	NaN	210	316	NaN
histonesc_D0I1D_H3K4me2_Histone	H3K4me2	H3K4me2_D0	66	28024	NaN	275	74097	NaN
histonesc_D0I1E_H3K4me2_Xist	XistI_CY5	XistI_Lo	66	21	NaN	179	187	NaN
histonesc_D0I1E_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	1101	261	NaN	38	30920	NaN
histonesc_D0I1E_H3K4me2_Histone	H3K4me2	H3K4me2_D0	73	19226	NaN	279	71356	NaN
histonesc_D0I2D_H3K4me2_Xist	XistI_CY5	XistI_Lo	102	9	NaN	200	69	NaN
histonesc_D0I2D_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	1411	208	NaN	211	256	NaN
histonesc_D0I2D_H3K4me2_Histone	H3K4me2	H3K4me2_D0	45	40144	NaN	240	73783	NaN
histonesc_D0I2E_H3K4me2_Xist	XistI_CY5	XistI_Lo	69	17	NaN	205	138	NaN
histonesc_D0I2E_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	1147	215	NaN	212	345	NaN
histonesc_D0I2E_H3K4me2_Histone	H3K4me2	H3K4me2_D0	61	29811	NaN	260	76794	NaN
histonesc_D2I1D_H3K4me2_Xist	XistI_CY5	XistI_Hi	67	144	NaN	205	116	NaN
histonesc_D2I1D_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	1100	134	NaN	30	32086	NaN
histonesc_D2I1D_H3K4me2_Histone	H3K4me2	H3K4me2_D2	60	22117	NaN	276	66827	NaN
histonesc_D2I1E_H3K4me2_Xist	XistI_CY5	XistI_Hi	78	128	NaN	243	150	NaN
histonesc_D2I1E_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	1802	147	NaN	220	242	NaN
histonesc_D2I1E_H3K4me2_Histone	H3K4me2	H3K4me2_D2	64	21218	NaN	207	66757	NaN
histonesc_D2I2D_H3K4me2_Xist	XistI_CY5	XistI_Hi	84	154	NaN	263	144	NaN
histonesc_D2I2D_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	1158	143	NaN	36	29517	NaN
histonesc_D2I2D_H3K4me2_Histone	H3K4me2	H3K4me2_D2	65	19588	NaN	217	67659	NaN
histonesc_D2I2E_H3K4me2_Xist	XistI_CY5	XistI_Hi	65	182	NaN	255	161	NaN
histonesc_D2I2E_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	1112	166	NaN	126	389	NaN
histonesc_D2I2E_H3K4me2_Histone	H3K4me2	H3K4me2_D2	46	32858	NaN	121	54816	NaN
histonesc_D2I3D_H3K4me2_Xist	XistI_CY5	XistI_Hi	65	157	NaN	81	173	NaN
histonesc_D2I3D_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	1215	133	NaN	34	29220	NaN
histonesc_D2I3D_H3K4me2_Histone	H3K4me2	H3K4me2_D2	69	16528	NaN	239	71590	NaN
histonesc_D2I3E_H3K4me2_Xist	XistI_CY5	XistI_Hi	87	144	NaN	246	164	NaN
histonesc_D2I3E_H3K4me2_Tsix	TsixI_TMR	TsixI_wHist	994	162	NaN	180	260	NaN
histonesc_D2I3E_H3K4me2_Histone	H3K4me2	H3K4me2_D2	71	17504	NaN	342	64036	NaN
sctc_E1R1_0m_I1_STL1	CTT1_CY5	CTT1_E1R1_00min	94	443	NaN	190	417	NaN
sctc_E1R1_0m_I1_CTT1	STL1_TMR	STL1_E1R1_00min	128	297	NaN	339	508	NaN
sctc_E1R1_0m_I2_STL1	CTT1_CY5	CTT1_E1R1_00min	83	196	NaN	175	231	NaN
sctc_E1R1_0m_I2_CTT1	STL1_TMR	STL1_E1R1_00min	120	494	NaN	296	874	NaN
sctc_E1R1_0m_I3_STL1	CTT1_CY5	CTT1_E1R1_00min	75	371	NaN	171	365	NaN
sctc_E1R1_0m_I3_CTT1	STL1_TMR	STL1_E1R1_00min	136	557	NaN	394	664	NaN
sctc_E1R1_0m_I4_STL1	CTT1_CY5	CTT1_E1R1_00min	67	287	NaN	169	310	NaN
sctc_E1R1_0m_I4_CTT1	STL1_TMR	STL1_E1R1_00min	147	349	NaN	46	82815	NaN
sctc_E1R1_10m_I1_STL1	CTT1_CY5	CTT1_E1R1_10min	88	4139	NaN	169	3166	NaN
sctc_E1R1_10m_I1_CTT1	STL1_TMR	STL1_E1R1_10min	188	4465	NaN	141	2979	NaN
sctc_E1R1_10m_I2_STL1	CTT1_CY5	CTT1_E1R1_10min	86	3081	NaN	161	2489	NaN
sctc_E1R1_10m_I2_CTT1	STL1_TMR	STL1_E1R1_10min	142	3242	NaN	147	2166	NaN
sctc_E1R1_10m_I3_STL1	CTT1_CY5	CTT1_E1R1_10min	81	3547	NaN	163	2948	NaN
sctc_E1R1_10m_I3_CTT1	STL1_TMR	STL1_E1R1_10min	163	3752	NaN	150	2773	NaN
sctc_E1R1_10m_I4_STL1	CTT1_CY5	CTT1_E1R1_10min	83	4020	NaN	163	3372	NaN
sctc_E1R1_10m_I4_CTT1	STL1_TMR	STL1_E1R1_10min	192	4921	NaN	179	3296	NaN
sctc_E1R1_15m_I1_STL1	CTT1_CY5	CTT1_E1R1_15min	93	4490	NaN	254	4205	NaN
sctc_E1R1_15m_I1_CTT1	STL1_TMR	STL1_E1R1_15min	210	5004	NaN	169	4122	NaN
sctc_E1R1_15m_I2_STL1	CTT1_CY5	CTT1_E1R1_15min	85	7400	NaN	215	7639	NaN
sctc_E1R1_15m_I2_CTT1	STL1_TMR	STL1_E1R1_15min	199	5930	NaN	176	5405	NaN
sctc_E1R1_15m_I3_STL1	CTT1_CY5	CTT1_E1R1_15min	109	6600	NaN	217	5305	NaN
