IMGNAME	SIM_OR_EXP	TOTAL_VOXELS	MIN_TH_VAL	MIN_TH_SPOTS	TOTAL_VOX_LOG	MINTH_SPOTS_LOG	PROP
simvarmass_c347b06f	Sim	3968064	1	1464	6.598579	3.165541	0.000369
simvarmass_c3b64c6f	Sim	3968064	1	3307	6.598579	3.519434	0.000833
simvarmass_c3c4bfa6	Sim	3968064	10	43217	6.598579	4.635655	0.010891
simvarmass_c3d45688	Sim	3968064	5	3394	6.598579	3.530712	0.000855
simvarmass_c3dc1c01	Sim	3968064	10	3920	6.598579	3.593286	0.000988
simvarmass_c400d673	Sim	3968064	10	20012	6.598579	4.301290	0.005043
simvarmass_c41fa130	Sim	3968064	5	5149	6.598579	3.711723	0.001298
simvarmass_c4602667	Sim	3968064	5	3610	6.598579	3.557507	0.000910
simvarmass_c4662f60	Sim	3968064	10	2790	6.598579	3.445604	0.000703
simvarmass_c47275cd	Sim	3968064	10	4348	6.598579	3.638290	0.001096
simvarmass_c497c2ee	Sim	3968064	5	2780	6.598579	3.444045	0.000701
simvarmass_c49f6224	Sim	3968064	10	3867	6.598579	3.587374	0.000975
simvarmass_c4a0b581	Sim	3968064	10	19656	6.598579	4.293495	0.004954
simvarmass_c573dc3b	Sim	3968064	10	25436	6.598579	4.405449	0.006410
simvarmass_c5881458	Sim	3968064	5	2506	6.598579	3.398981	0.000632
simvarmass_c5f2b379	Sim	3968064	10	3427	6.598579	3.534914	0.000864
simvarmass_c66cd307	Sim	3968064	1	2426	6.598579	3.384891	0.000611
simvarmass_c6e07f08	Sim	3968064	10	6624	6.598579	3.821120	0.001669
simvarmass_c6f7830b	Sim	3968064	1	60481	6.598579	4.781619	0.015242
simvarmass_c7150cc2	Sim	3968064	10	3546	6.598579	3.549739	0.000894
simvarmass_c7d08b62	Sim	3968064	1	2846	6.598579	3.454235	0.000717
simvarmass_c812c142	Sim	3968064	5	3656	6.598579	3.563006	0.000921
simvarmass_c8f362b2	Sim	3968064	10	40764	6.598579	4.610277	0.010273
simvarmass_c8f52af5	Sim	3968064	5	11316	6.598579	4.053693	0.002852
simvarmass_c92b8fb3	Sim	3968064	5	3189	6.598579	3.503655	0.000804
simvarmass_c98035bc	Sim	3968064	10	16198	6.598579	4.209461	0.004082
simvarmass_c9d6bfa6	Sim	3968064	10	34708	6.598579	4.540430	0.008747
simvarmass_c9f6e910	Sim	3968064	10	31150	6.598579	4.493458	0.007850
simvarmass_ca1004cd	Sim	3968064	10	10078	6.598579	4.003374	0.002540
simvarmass_ca611d34	Sim	3968064	10	3990	6.598579	3.600973	0.001006
simvarmass_ca6ca1ee	Sim	3968064	10	46105	6.598579	4.663748	0.011619
simvarmass_cb60fb8f	Sim	3968064	10	3660	6.598579	3.563481	0.000922
simvarmass_cb9efa31	Sim	3968064	5	1767	6.598579	3.247237	0.000445
simvarmass_cc4375a8	Sim	3968064	10	37907	6.598579	4.578719	0.009553
simvarmass_ccc0c5d5	Sim	3968064	1	4078	6.598579	3.610447	0.001028
simvarmass_cd13e995	Sim	3968064	5	3378	6.598579	3.528660	0.000851
simvarmass_cd3977da	Sim	3968064	5	3358	6.598579	3.526081	0.000846
simvarmass_cd7b8fa7	Sim	3968064	5	5111	6.598579	3.708506	0.001288
simvarmass_cdcf66fd	Sim	3968064	5	2444	6.598579	3.388101	0.000616
simvarmass_ce301f80	Sim	3968064	10	28583	6.598579	4.456108	0.007203
simvarmass_ce78f771	Sim	3968064	10	23434	6.598579	4.369846	0.005906
simvarmass_cf48b1ae	Sim	3968064	5	2164	6.598579	3.335257	0.000545
simvarmass_cfa1841c	Sim	3968064	5	1783	6.598579	3.251151	0.000449
simvarmass_cff078cd	Sim	3968064	10	5053	6.598579	3.703549	0.001273
simvarmass_d013d641	Sim	3968064	5	2474	6.598579	3.393400	0.000623
simvarmass_d053681a	Sim	3968064	10	4075	6.598579	3.610128	0.001027
simvarmass_d065c8b5	Sim	3968064	10	37463	6.598579	4.573603	0.009441
simvarmass_d09ffdcc	Sim	3968064	5	52478	6.598579	4.719977	0.013225
simvarmass_d174a7f0	Sim	3968064	10	47199	6.598579	4.673933	0.011895
simvarmass_d195f8ed	Sim	3968064	10	3678	6.598579	3.565612	0.000927
simvarmass_d2328572	Sim	3968064	10	42905	6.598579	4.632508	0.010813
simvarmass_d233262c	Sim	3968064	10	14461	6.598579	4.160198	0.003644
simvarmass_d2705cad	Sim	3968064	1	2876	6.598579	3.458789	0.000725
simvarmass_d276a605	Sim	3968064	10	14172	6.598579	4.151431	0.003572
simvarmass_d2845c5c	Sim	3968064	10	33218	6.598579	4.521373	0.008371
simvarmass_d2e1ee0e	Sim	3968064	5	53883	6.598579	4.731452	0.013579
simvarmass_d3b3e0e0	Sim	3968064	5	2614	6.598579	3.417306	0.000659
simvarmass_d3d3924d	Sim	3968064	10	17192	6.598579	4.235326	0.004333
simvarmass_d430e49c	Sim	3968064	10	3740	6.598579	3.572872	0.000943
simvarmass_d48ff508	Sim	3968064	10	42413	6.598579	4.627499	0.010689
simvarmass_d4a68a15	Sim	3968064	1	3968	6.598579	3.598572	0.001000
simvarmass_d4f54e99	Sim	3968064	10	2483	6.598579	3.394977	0.000626
simvarmass_d50d1294	Sim	3968064	10	43688	6.598579	4.640362	0.011010
simvarmass_d59a2975	Sim	3968064	10	42188	6.598579	4.625189	0.010632
simvarmass_d652ed10	Sim	3968064	10	4239	6.598579	3.627263	0.001068
simvarmass_d7365209	Sim	3968064	5	3351	6.598579	3.525174	0.000844
simvarmass_d7890311	Sim	3968064	10	44552	6.598579	4.648867	0.011228
simvarmass_d78e020e	Sim	3968064	5	49864	6.598579	4.697787	0.012566
simvarmass_d80351b1	Sim	3968064	5	2756	6.598579	3.440279	0.000695
simvarmass_d82c18aa	Sim	3968064	5	2076	6.598579	3.317227	0.000523
simvarmass_d836cd73	Sim	3968064	10	45996	6.598579	4.662720	0.011592
simvarmass_d845be36	Sim	3968064	10	4412	6.598579	3.644636	0.001112
simvarmass_d8654c95	Sim	3968064	10	51614	6.598579	4.712768	0.013007
simvarmass_d874cbbf	Sim	3968064	10	50074	6.598579	4.699612	0.012619
simvarmass_d88b2079	Sim	3968064	10	40319	6.598579	4.605510	0.010161
simvarmass_d8c2ef0a	Sim	3968064	10	2513	6.598579	3.400192	0.000633
simvarmass_d8cb7e20	Sim	3968064	10	43556	6.598579	4.639048	0.010977
simvarmass_d95c32cd	Sim	3968064	5	8525	6.598579	3.930694	0.002148
simvarmass_d96de116	Sim	3968064	10	4331	6.598579	3.636588	0.001091
simvarmass_d97954b4	Sim	3968064	5	7116	6.598579	3.852236	0.001793
simvarmass_d9947da0	Sim	3968064	10	49349	6.598579	4.693278	0.012437
simvarmass_d9fdb7af	Sim	3968064	10	17844	6.598579	4.251492	0.004497
simvarmass_da05d504	Sim	3968064	5	12975	6.598579	4.113107	0.003270
simvarmass_da378e15	Sim	3968064	1	55412	6.598579	4.743604	0.013964
simvarmass_daacaf19	Sim	3968064	10	2716	6.598579	3.433930	0.000684
simvarmass_db2ba867	Sim	3968064	10	48461	6.598579	4.685392	0.012213
simvarmass_db56d1d4	Sim	3968064	10	21864	6.598579	4.339730	0.005510
simvarmass_dbcabce0	Sim	3968064	10	42612	6.598579	4.629532	0.010739
simvarmass_dc3c980d	Sim	3968064	10	40699	6.598579	4.609584	0.010257
simvarmass_dc583fb6	Sim	3968064	10	3831	6.598579	3.583312	0.000965
simvarmass_dcde65ef	Sim	3968064	10	29849	6.598579	4.474930	0.007522
simvarmass_dd399522	Sim	3968064	10	3685	6.598579	3.566437	0.000929
simvarmass_dd6742a1	Sim	3968064	1	2375	6.598579	3.375664	0.000599
simvarmass_dded9e36	Sim	3968064	10	46274	6.598579	4.665337	0.011662
simvarmass_de3181ba	Sim	3968064	1	4213	6.598579	3.624591	0.001062
simvarmass_de9f2dc4	Sim	3968064	10	20710	6.598579	4.316180	0.005219
simvarmass_deaf7c95	Sim	3968064	1	1459	6.598579	3.164055	0.000368
simvarmass_decc66e0	Sim	3968064	5	1452	6.598579	3.161967	0.000366
simvarmass_ded2d912	Sim	3968064	5	4187	6.598579	3.621903	0.001055
simvarmass_def0b7ad	Sim	3968064	10	3460	6.598579	3.539076	0.000872
simvarmass_df06413e	Sim	3968064	1	2407	6.598579	3.381476	0.000607
simvarmass_df609ec6	Sim	3968064	10	11984	6.598579	4.078602	0.003020
simvarmass_df6d009d	Sim	3968064	10	8404	6.598579	3.924486	0.002118
simvarmass_df6de312	Sim	3968064	10	4062	6.598579	3.608740	0.001024
simvarmass_df8b24be	Sim	3968064	1	3552	6.598579	3.550473	0.000895
simvarmass_dfd9f0cb	Sim	3968064	10	33324	6.598579	4.522757	0.008398
simvarmass_dfed5afd	Sim	3968064	1	3378	6.598579	3.528660	0.000851
simvarmass_e018a46b	Sim	3968064	10	21488	6.598579	4.332196	0.005415
simvarmass_e05133fd	Sim	3968064	1	2491	6.598579	3.396374	0.000628
simvarmass_e0c5c6fe	Sim	3968064	5	4007	6.598579	3.602819	0.001010
simvarmass_e0d59209	Sim	3968064	5	13795	6.598579	4.139722	0.003477
simvarmass_e1374a5a	Sim	3968064	10	48717	6.598579	4.687681	0.012277
simvarmass_e1427067	Sim	3968064	5	2637	6.598579	3.421110	0.000665
simvarmass_e14878ff	Sim	3968064	10	4050	6.598579	3.607455	0.001021
simvarmass_e165459e	Sim	3968064	10	43151	6.598579	4.634991	0.010875
simvarmass_e18c1ab4	Sim	3968064	1	2331	6.598579	3.367542	0.000587
simvarmass_e1a008cd	Sim	3968064	5	2407	6.598579	3.381476	0.000607
simvarmass_e1db6151	Sim	3968064	5	2637	6.598579	3.421110	0.000665
simvarmass_e22b6a44	Sim	3968064	10	2798	6.598579	3.446848	0.000705
simvarmass_e23ab5dd	Sim	3968064	10	52783	6.598579	4.722494	0.013302
simvarmass_e287be37	Sim	3968064	1	3143	6.598579	3.497344	0.000792
simvarmass_e2a72306	Sim	3968064	10	3120	6.598579	3.494155	0.000786
simvarmass_e2a8d5e2	Sim	3968064	10	14352	6.598579	4.156912	0.003617
simvarmass_e2aad6e7	Sim	3968064	10	23577	6.598579	4.372489	0.005942
simvarmass_e32a48a8	Sim	3968064	10	2498	6.598579	3.397592	0.000630
simvarmass_e356d4a7	Sim	3968064	10	23760	6.598579	4.375846	0.005988
simvarmass_e381c60b	Sim	3968064	1	978	6.598579	2.990339	0.000246
simvarmass_e3c941c3	Sim	3968064	10	38786	6.598579	4.588675	0.009775
simvarmass_e3fc6056	Sim	3968064	10	13728	6.598579	4.137607	0.003460
simvarmass_e426384c	Sim	3968064	10	3707	6.598579	3.569023	0.000934
simvarmass_e4790b66	Sim	3968064	1	2097	6.598579	3.321598	0.000528
simvarmass_e4c0b05b	Sim	3968064	1	3643	6.598579	3.561459	0.000918
simvarmass_e6269848	Sim	3968064	5	2925	6.598579	3.466126	0.000737
simvarmass_e63a952e	Sim	3968064	1	3660	6.598579	3.563481	0.000922
simvarmass_e64faa7a	Sim	3968064	10	21810	6.598579	4.338656	0.005496
simvarmass_e6ae5632	Sim	3968064	10	3623	6.598579	3.559068	0.000913
simvarmass_e6d07cd9	Sim	3968064	10	22475	6.598579	4.351700	0.005664
simvarmass_e6e0008a	Sim	3968064	10	3485	6.598579	3.542203	0.000878
simvarmass_e6f0924e	Sim	3968064	10	34644	6.598579	4.539628	0.008731
simvarmass_e71cd64f	Sim	3968064	10	4145	6.598579	3.617525	0.001045
simvarmass_e7217135	Sim	3968064	5	14559	6.598579	4.163132	0.003669
simvarmass_e7415e3e	Sim	3968064	5	45593	6.598579	4.658898	0.011490
simvarmass_e74193a0	Sim	3968064	5	1707	6.598579	3.232234	0.000430
simvarmass_e7425106	Sim	3968064	10	16608	6.598579	4.220317	0.004185
simvarmass_e76e8e1d	Sim	3968064	5	2998	6.598579	3.476832	0.000756
simvarmass_e7d86f55	Sim	3968064	10	13041	6.598579	4.115311	0.003286
simvarmass_e805a6ea	Sim	3968064	10	40389	6.598579	4.606263	0.010179
simvarmass_e8772445	Sim	3968064	5	3841	6.598579	3.584444	0.000968
simvarmass_e88de22b	Sim	3968064	5	13780	6.598579	4.139249	0.003473
simvarmass_e8d201d7	Sim	3968064	10	4021	6.598579	3.604334	0.001013
simvarmass_e8e16044	Sim	3968064	1	3068	6.598579	3.486855	0.000773
simvarmass_e9c01814	Sim	3968064	10	12827	6.598579	4.108125	0.003233
simvarmass_ea197f0a	Sim	3968064	5	1424	6.598579	3.153510	0.000359
simvarmass_ea5cd2e0	Sim	3968064	5	4281	6.598579	3.631545	0.001079
simvarmass_eab08179	Sim	3968064	10	3742	6.598579	3.573104	0.000943
simvarmass_ead1808a	Sim	3968064	5	3928	6.598579	3.594171	0.000990
simvarmass_eb091d20	Sim	3968064	5	4905	6.598579	3.690639	0.001236
simvarmass_eb0a5746	Sim	3968064	10	45688	6.598579	4.659802	0.011514
simvarmass_eb38558e	Sim	3968064	1	16716	6.598579	4.223132	0.004213
simvarmass_eb67dbde	Sim	3968064	10	29623	6.598579	4.471629	0.007465
simvarmass_eb7e930c	Sim	3968064	10	3826	6.598579	3.582745	0.000964
simvarmass_eb99d8ff	Sim	3968064	5	2537	6.598579	3.404320	0.000639
simvarmass_eba86414	Sim	3968064	1	3036	6.598579	3.482302	0.000765
simvarmass_ebb67b3a	Sim	3968064	10	51636	6.598579	4.712953	0.013013
simvarmass_ec107c19	Sim	3968064	10	37057	6.598579	4.568870	0.009339
simvarmass_ec95a07e	Sim	3968064	10	15419	6.598579	4.188056	0.003886
simvarmass_ecf4b772	Sim	3968064	5	48527	6.598579	4.685983	0.012229
simvarmass_ecf95783	Sim	3968064	10	42556	6.598579	4.628961	0.010725
simvarmass_edff7110	Sim	3968064	10	3010	6.598579	3.478566	0.000759
simvarmass_ee037e89	Sim	3968064	10	4468	6.598579	3.650113	0.001126
simvarmass_ee0b04b9	Sim	3968064	1	1694	6.598579	3.228913	0.000427
simvarmass_ee758b42	Sim	3968064	10	19427	6.598579	4.288406	0.004896
simvarmass_ef76d16c	Sim	3968064	10	19489	6.598579	4.289790	0.004911
simvarmass_efa9c49e	Sim	3968064	1	2683	6.598579	3.428621	0.000676
simvarmass_f007f81e	Sim	3968064	10	49175	6.598579	4.691744	0.012393
simvarmass_f010b067	Sim	3968064	10	3025	6.598579	3.480725	0.000762
simvarmass_f05c0e48	Sim	3968064	10	27748	6.598579	4.443232	0.006993
simvarmass_f117aadd	Sim	3968064	10	3360	6.598579	3.526339	0.000847
simvarmass_f1184a43	Sim	3968064	10	3726	6.598579	3.571243	0.000939
simvarmass_f12c1da8	Sim	3968064	10	21073	6.598579	4.323726	0.005311
simvarmass_f15dc045	Sim	3968064	5	13567	6.598579	4.132484	0.003419
simvarmass_f15e1b2a	Sim	3968064	10	4136	6.598579	3.616581	0.001042
simvarmass_f1a37d16	Sim	3968064	10	38681	6.598579	4.587498	0.009748
simvarmass_f1a58a86	Sim	3968064	10	49117	6.598579	4.691232	0.012378
simvarmass_f20eaa64	Sim	3968064	10	36695	6.598579	4.564607	0.009248
simvarmass_f21954be	Sim	3968064	10	3908	6.598579	3.591955	0.000985
simvarmass_f294b35b	Sim	3968064	10	41609	6.598579	4.619187	0.010486
simvarmass_f34e527c	Sim	3968064	10	3607	6.598579	3.557146	0.000909
simvarmass_f38ffa44	Sim	3968064	10	9900	6.598579	3.995635	0.002495
simvarmass_f46f4548	Sim	3968064	10	3106	6.598579	3.492201	0.000783
simvarmass_f4c0e856	Sim	3968064	5	17430	6.598579	4.241297	0.004393
simvarmass_f5080c19	Sim	3968064	10	12261	6.598579	4.088526	0.003090
simvarmass_f5160ca2	Sim	3968064	10	25939	6.598579	4.413953	0.006537
simvarmass_f54fb0ed	Sim	3968064	5	1473	6.598579	3.168203	0.000371
simvarmass_f6203b49	Sim	3968064	5	14140	6.598579	4.150449	0.003563
simvarmass_f620bf30	Sim	3968064	10	2110	6.598579	3.324282	0.000532
simvarmass_f6405985	Sim	3968064	10	18872	6.598579	4.275818	0.004756
simvarmass_f6871db9	Sim	3968064	10	3832	6.598579	3.583426	0.000966
simvarmass_f767fb2a	Sim	3968064	10	15305	6.598579	4.184833	0.003857
simvarmass_f7a7b921	Sim	3968064	10	11425	6.598579	4.057856	0.002879
simvarmass_f7d7d223	Sim	3968064	5	3831	6.598579	3.583312	0.000965
simvarmass_f7da6ac3	Sim	3968064	5	3784	6.598579	3.577951	0.000954
simvarmass_f86b8d6a	Sim	3968064	10	7511	6.598579	3.875698	0.001893
simvarmass_f86bc8cd	Sim	3968064	10	31732	6.598579	4.501497	0.007997
simvarmass_f8c8f68e	Sim	3968064	10	3544	6.598579	3.549494	0.000893
simvarmass_f8d14033	Sim	3968064	10	12503	6.598579	4.097014	0.003151
simvarmass_f8f49276	Sim	3968064	1	873	6.598579	2.941014	0.000220
simvarmass_f9124705	Sim	3968064	10	2635	6.598579	3.420781	0.000664
simvarmass_f96456a7	Sim	3968064	5	9245	6.598579	3.965907	0.002330
simvarmass_f9908f84	Sim	3968064	10	25735	6.598579	4.410524	0.006486
simvarmass_fa2d5fb3	Sim	3968064	1	1774	6.598579	3.248954	0.000447
simvarmass_fa4623eb	Sim	3968064	1	3648	6.598579	3.562055	0.000919
simvarmass_fa538008	Sim	3968064	10	28197	6.598579	4.450203	0.007106
simvarmass_fa94dee8	Sim	3968064	10	45577	6.598579	4.658746	0.011486
simvarmass_fad5bda7	Sim	3968064	10	4478	6.598579	3.651084	0.001129
simvarmass_faec5751	Sim	3968064	1	3249	6.598579	3.511750	0.000819
simvarmass_faff5b6e	Sim	3968064	10	42597	6.598579	4.629379	0.010735
simvarmass_fb0d8e36	Sim	3968064	10	4422	6.598579	3.645619	0.001114
simvarmass_fb3188b3	Sim	3968064	10	3231	6.598579	3.509337	0.000814
simvarmass_fb4a4559	Sim	3968064	10	3274	6.598579	3.515079	0.000825
simvarmass_fb7d4150	Sim	3968064	5	3041	6.598579	3.483016	0.000766
simvarmass_fbfaa1cf	Sim	3968064	10	16203	6.598579	4.209595	0.004083
simvarmass_fc3a9d18	Sim	3968064	10	50172	6.598579	4.700461	0.012644
simvarmass_fcb0bd6f	Sim	3968064	1	7619	6.598579	3.881898	0.001920
simvarmass_fe115fac	Sim	3968064	1	1413	6.598579	3.150142	0.000356
simvarmass_fe214e9f	Sim	3968064	10	44040	6.598579	4.643847	0.011099
simvarmass_fe39eea6	Sim	3968064	10	14481	6.598579	4.160799	0.003649
simvarmass_fe535e59	Sim	3968064	5	10165	6.598579	4.007107	0.002562
simvarmass_fe619ce4	Sim	3968064	10	18420	6.598579	4.265290	0.004642
simvarmass_fe677c52	Sim	3968064	10	37158	6.598579	4.570052	0.009364
simvarmass_fe7a8fb0	Sim	3968064	1	3107	6.598579	3.492341	0.000783
simvarmass_feb6f796	Sim	3968064	10	17446	6.598579	4.241696	0.004397
simvarmass_febefd1f	Sim	3968064	10	3357	6.598579	3.525951	0.000846
simvarmass_fedb75d7	Sim	3968064	10	41538	6.598579	4.618446	0.010468
simvarmass_ff505f61	Sim	3968064	5	3536	6.598579	3.548512	0.000891
simvarmass_ffa14762	Sim	3968064	1	3802	6.598579	3.580012	0.000958
simvarmass_CY5L_0187fc2d	Sim	3968064	1	1681	6.598579	3.225568	0.000424
simvarmass_CY5L_03be411c	Sim	3968064	1	928	6.598579	2.967548	0.000234
simvarmass_CY5L_041707a3	Sim	3968064	1	11711	6.598579	4.068594	0.002951
simvarmass_CY5L_04cdf185	Sim	3968064	1	1753	6.598579	3.243782	0.000442
simvarmass_CY5L_06ba1502	Sim	3968064	1	1270	6.598579	3.103804	0.000320
simvarmass_CY5L_07960359	Sim	3968064	1	2222	6.598579	3.346744	0.000560
simvarmass_CY5L_07ecb936	Sim	3968064	1	1796	6.598579	3.254306	0.000453
simvarmass_CY5L_088d2413	Sim	3968064	1	924	6.598579	2.965672	0.000233
simvarmass_CY5L_08a8e0d5	Sim	3968064	1	1292	6.598579	3.111263	0.000326
simvarmass_CY5L_08c1fcc9	Sim	3968064	1	920	6.598579	2.963788	0.000232
simvarmass_CY5L_08f3289c	Sim	3968064	1	1507	6.598579	3.178113	0.000380
simvarmass_CY5L_093ec882	Sim	3968064	1	1233	6.598579	3.090963	0.000311
simvarmass_CY5L_0a302ca1	Sim	3968064	1	72871	6.598579	4.862555	0.018364
simvarmass_CY5L_0ad43798	Sim	3968064	1	1244	6.598579	3.094820	0.000314
simvarmass_CY5L_0b18a890	Sim	3968064	1	2648	6.598579	3.422918	0.000667
simvarmass_CY5L_0d37d952	Sim	3968064	1	1166	6.598579	3.066699	0.000294
simvarmass_CY5L_10670cf2	Sim	3968064	1	1014	6.598579	3.006038	0.000256
simvarmass_CY5L_107b9d3d	Sim	3968064	1	963	6.598579	2.983626	0.000243
simvarmass_CY5L_10eeafd5	Sim	3968064	1	1347	6.598579	3.129368	0.000339
simvarmass_CY5L_10f3bb0a	Sim	3968064	1	1145	6.598579	3.058805	0.000289
simvarmass_CY5L_11169287	Sim	3968064	1	2248	6.598579	3.351796	0.000567
simvarmass_CY5L_1134940f	Sim	3968064	1	1693	6.598579	3.228657	0.000427
simvarmass_CY5L_12ac335e	Sim	3968064	1	1141	6.598579	3.057286	0.000288
simvarmass_CY5L_13e08ce8	Sim	3968064	1	1642	6.598579	3.215373	0.000414
simvarmass_CY5L_14bcf616	Sim	3968064	1	2046	6.598579	3.310906	0.000516
simvarmass_CY5L_14dede87	Sim	3968064	1	41473	6.598579	4.617765	0.010452
simvarmass_CY5L_150a2128	Sim	3968064	1	1481	6.598579	3.170555	0.000373
simvarmass_CY5L_1562ae4c	Sim	3968064	1	1682	6.598579	3.225826	0.000424
simvarmass_CY5L_167c7182	Sim	3968064	1	11519	6.598579	4.061415	0.002903
simvarmass_CY5L_16a81823	Sim	3968064	1	2524	6.598579	3.402089	0.000636
simvarmass_CY5L_190a4024	Sim	3968064	1	1284	6.598579	3.108565	0.000324
simvarmass_CY5L_1a06e206	Sim	3968064	1	1021	6.598579	3.009026	0.000257
simvarmass_CY5L_1ac1b13a	Sim	3968064	1	1356	6.598579	3.132260	0.000342
simvarmass_CY5L_1c94f091	Sim	3968064	1	1636	6.598579	3.213783	0.000412
simvarmass_CY5L_1c9c6a5f	Sim	3968064	1	670	6.598579	2.826075	0.000169
simvarmass_CY5L_1d398611	Sim	3968064	1	1011	6.598579	3.004751	0.000255
simvarmass_CY5L_1dc6dcaa	Sim	3968064	1	11119	6.598579	4.046066	0.002802
simvarmass_CY5L_1e495a5d	Sim	3968064	1	66827	6.598579	4.824952	0.016841
simvarmass_CY5L_1f0383ed	Sim	3968064	1	8538	6.598579	3.931356	0.002152
simvarmass_CY5L_1f2b45f8	Sim	3968064	1	1198	6.598579	3.078457	0.000302
simvarmass_CY5L_1f939cf0	Sim	3968064	1	1579	6.598579	3.198382	0.000398
simvarmass_CY5L_201f7a2d	Sim	3968064	1	10626	6.598579	4.026370	0.002678
simvarmass_CY5L_22977c18	Sim	3968064	1	766	6.598579	2.884229	0.000193
simvarmass_CY5L_22d33ae7	Sim	3968064	1	1460	6.598579	3.164353	0.000368
simvarmass_CY5L_237f4c72	Sim	3968064	1	2221	6.598579	3.346549	0.000560
simvarmass_CY5L_2554166f	Sim	3968064	1	5598	6.598579	3.748033	0.001411
simvarmass_CY5L_258ca893	Sim	3968064	1	2092	6.598579	3.320562	0.000527
simvarmass_CY5L_25a36c92	Sim	3968064	1	1103	6.598579	3.042576	0.000278
simvarmass_CY5L_26f50e87	Sim	3968064	1	64338	6.598579	4.808468	0.016214
simvarmass_CY5L_28d950c6	Sim	3968064	1	1848	6.598579	3.266702	0.000466
simvarmass_CY5L_2c4ec817	Sim	3968064	1	1850	6.598579	3.267172	0.000466
simvarmass_CY5L_2cbc3d23	Sim	3968064	1	35817	6.598579	4.554089	0.009026
simvarmass_CY5L_2ee74e9f	Sim	3968064	1	10692	6.598579	4.029059	0.002695
simvarmass_CY5L_30cb6637	Sim	3968064	1	1864	6.598579	3.270446	0.000470
simvarmass_CY5L_32a3aeb6	Sim	3968064	1	1922	6.598579	3.283753	0.000484
simvarmass_CY5L_33842744	Sim	3968064	1	2122	6.598579	3.326745	0.000535
simvarmass_CY5L_340e180a	Sim	3968064	1	1956	6.598579	3.291369	0.000493
simvarmass_CY5L_3411b650	Sim	3968064	1	1154	6.598579	3.062206	0.000291
simvarmass_CY5L_3417dfb5	Sim	3968064	1	1561	6.598579	3.193403	0.000393
simvarmass_CY5L_34ee1647	Sim	3968064	1	1997	6.598579	3.300378	0.000503
simvarmass_CY5L_35a74d8f	Sim	3968064	1	1033	6.598579	3.014100	0.000260
simvarmass_CY5L_3ac13591	Sim	3968064	1	2030	6.598579	3.307496	0.000512
simvarmass_CY5L_3baeb3a0	Sim	3968064	1	6928	6.598579	3.840608	0.001746
simvarmass_CY5L_3c3d0b00	Sim	3968064	1	72697	6.598579	4.861516	0.018321
simvarmass_CY5L_3ce660ee	Sim	3968064	1	1206	6.598579	3.081347	0.000304
simvarmass_CY5L_3f293d0a	Sim	3968064	1	1818	6.598579	3.259594	0.000458
simvarmass_CY5L_3fbeb461	Sim	3968064	1	862	6.598579	2.935507	0.000217
simvarmass_CY5L_404f03b0	Sim	3968064	1	1839	6.598579	3.264582	0.000463
simvarmass_CY5L_432f525a	Sim	3968064	1	927	6.598579	2.967080	0.000234
simvarmass_CY5L_433b52eb	Sim	3968064	1	2008	6.598579	3.302764	0.000506
simvarmass_CY5L_445780d7	Sim	3968064	1	1703	6.598579	3.231215	0.000429
simvarmass_CY5L_463f3d0e	Sim	3968064	1	1317	6.598579	3.119586	0.000332
simvarmass_CY5L_481edd78	Sim	3968064	1	1983	6.598579	3.297323	0.000500
simvarmass_CY5L_4824bda2	Sim	3968064	1	1584	6.598579	3.199755	0.000399
simvarmass_CY5L_4952c9ea	Sim	3968064	1	20054	6.598579	4.302201	0.005054
simvarmass_CY5L_4af3b5c2	Sim	3968064	1	990	6.598579	2.995635	0.000249
simvarmass_CY5L_4b06e1a1	Sim	3968064	1	5227	6.598579	3.718253	0.001317
simvarmass_CY5L_4b8f9368	Sim	3968064	1	48921	6.598579	4.689495	0.012329
simvarmass_CY5L_4ba4183d	Sim	3968064	1	1972	6.598579	3.294907	0.000497
simvarmass_CY5L_4e1231de	Sim	3968064	1	47394	6.598579	4.675723	0.011944
simvarmass_CY5L_500608c2	Sim	3968064	1	2211	6.598579	3.344589	0.000557
simvarmass_CY5L_5090057d	Sim	3968064	1	1740	6.598579	3.240549	0.000439
simvarmass_CY5L_525c29df	Sim	3968064	1	1335	6.598579	3.125481	0.000336
simvarmass_CY5L_539f9527	Sim	3968064	1	11344	6.598579	4.054766	0.002859
simvarmass_CY5L_53d5d0cc	Sim	3968064	1	1787	6.598579	3.252125	0.000450
simvarmass_CY5L_5587e50e	Sim	3968064	1	1278	6.598579	3.106531	0.000322
simvarmass_CY5L_56136743	Sim	3968064	1	57233	6.598579	4.757647	0.014423
simvarmass_CY5L_56916148	Sim	3968064	1	1479	6.598579	3.169968	0.000373
