IMGNAME	SIM_OR_EXP	TOTAL_VOXELS	MIN_TH_VAL	MIN_TH_SPOTS	TOTAL_VOX_LOG	MINTH_SPOTS_LOG	PROP
simvarmass_6897f4a7	Sim	3968064	10	53225	6.598579	4.726116	0.013413
simvarmass_689fa9ed	Sim	3968064	10	17814	6.598579	4.250761	0.004489
simvarmass_68f8a12f	Sim	3968064	10	4014	6.598579	3.603577	0.001012
simvarmass_690ae13f	Sim	3968064	10	3449	6.598579	3.537693	0.000869
simvarmass_695e624c	Sim	3968064	10	22424	6.598579	4.350713	0.005651
simvarmass_6965cbd0	Sim	3968064	10	23394	6.598579	4.369104	0.005896
simvarmass_698362ec	Sim	3968064	10	26046	6.598579	4.415741	0.006564
simvarmass_69ec5775	Sim	3968064	10	3032	6.598579	3.481729	0.000764
simvarmass_6b29022b	Sim	3968064	5	17221	6.598579	4.236058	0.004340
simvarmass_6b81ae5d	Sim	3968064	10	30773	6.598579	4.488170	0.007755
simvarmass_6bf089f5	Sim	3968064	10	33359	6.598579	4.523213	0.008407
simvarmass_6c60f6f9	Sim	3968064	10	2208	6.598579	3.343999	0.000556
simvarmass_6c8f9341	Sim	3968064	10	3295	6.598579	3.517855	0.000830
simvarmass_6cfb89e7	Sim	3968064	10	33861	6.598579	4.529700	0.008533
simvarmass_6d1b128c	Sim	3968064	10	41276	6.598579	4.615698	0.010402
simvarmass_6d6f1ea7	Sim	3968064	10	20925	6.598579	4.320665	0.005273
simvarmass_6d88b866	Sim	3968064	10	29436	6.598579	4.468879	0.007418
simvarmass_6e1e63e0	Sim	3968064	10	4203	6.598579	3.623559	0.001059
simvarmass_6e213421	Sim	3968064	1	1303	6.598579	3.114944	0.000328
simvarmass_6e6538b8	Sim	3968064	5	3045	6.598579	3.483587	0.000767
simvarmass_6e733dd7	Sim	3968064	10	3729	6.598579	3.571592	0.000940
simvarmass_6e9ec339	Sim	3968064	5	58836	6.598579	4.769643	0.014827
simvarmass_6eaf489e	Sim	3968064	5	1499	6.598579	3.175802	0.000378
simvarmass_6ec631d8	Sim	3968064	10	2509	6.598579	3.399501	0.000632
simvarmass_6fb02ac2	Sim	3968064	10	4711	6.598579	3.673113	0.001187
simvarmass_6ff7e6de	Sim	3968064	10	3542	6.598579	3.549249	0.000893
simvarmass_6ffa9b80	Sim	3968064	10	2769	6.598579	3.442323	0.000698
simvarmass_701c9c7a	Sim	3968064	10	16739	6.598579	4.223730	0.004218
simvarmass_70391638	Sim	3968064	10	50115	6.598579	4.699968	0.012630
simvarmass_705b44e5	Sim	3968064	10	43343	6.598579	4.636919	0.010923
simvarmass_70a83033	Sim	3968064	10	22501	6.598579	4.352202	0.005671
simvarmass_717702dc	Sim	3968064	10	17640	6.598579	4.246499	0.004445
simvarmass_71c62fa7	Sim	3968064	10	30473	6.598579	4.483915	0.007680
simvarmass_71e021f1	Sim	3968064	10	3061	6.598579	3.485863	0.000771
simvarmass_71fe28dc	Sim	3968064	10	20284	6.598579	4.307154	0.005112
simvarmass_723d899d	Sim	3968064	5	3604	6.598579	3.556785	0.000908
simvarmass_7253315a	Sim	3968064	1	4129	6.598579	3.615845	0.001041
simvarmass_726e096b	Sim	3968064	10	3380	6.598579	3.528917	0.000852
simvarmass_73294985	Sim	3968064	10	6238	6.598579	3.795045	0.001572
simvarmass_7339f995	Sim	3968064	1	3735	6.598579	3.572291	0.000941
simvarmass_7368d9fd	Sim	3968064	10	4426	6.598579	3.646011	0.001115
simvarmass_73b06dc7	Sim	3968064	10	2095	6.598579	3.321184	0.000528
simvarmass_74144664	Sim	3968064	10	2789	6.598579	3.445449	0.000703
simvarmass_7425cdad	Sim	3968064	10	6398	6.598579	3.806044	0.001612
simvarmass_7435c5e1	Sim	3968064	10	4634	6.598579	3.665956	0.001168
simvarmass_74410e3f	Sim	3968064	1	4864	6.598579	3.686994	0.001226
simvarmass_74cc1597	Sim	3968064	10	2560	6.598579	3.408240	0.000645
simvarmass_74d2dd40	Sim	3968064	10	32717	6.598579	4.514773	0.008245
simvarmass_7553a95d	Sim	3968064	10	5019	6.598579	3.700617	0.001265
simvarmass_75616fde	Sim	3968064	10	4582	6.598579	3.661055	0.001155
simvarmass_75d9de72	Sim	3968064	10	4114	6.598579	3.614264	0.001037
simvarmass_76118e8b	Sim	3968064	10	37438	6.598579	4.573313	0.009435
simvarmass_76697c82	Sim	3968064	10	5253	6.598579	3.720407	0.001324
simvarmass_76ede883	Sim	3968064	10	38582	6.598579	4.586385	0.009723
simvarmass_77bb444e	Sim	3968064	10	3892	6.598579	3.590173	0.000981
simvarmass_77ecf679	Sim	3968064	1	7401	6.598579	3.869290	0.001865
simvarmass_782852aa	Sim	3968064	10	39528	6.598579	4.596905	0.009962
simvarmass_7878cd81	Sim	3968064	5	1677	6.598579	3.224533	0.000423
simvarmass_78a92236	Sim	3968064	10	30478	6.598579	4.483986	0.007681
simvarmass_78af1b88	Sim	3968064	5	50346	6.598579	4.701965	0.012688
simvarmass_794c7e74	Sim	3968064	10	2679	6.598579	3.427973	0.000675
simvarmass_794e016e	Sim	3968064	10	4073	6.598579	3.609914	0.001026
simvarmass_796335db	Sim	3968064	10	50917	6.598579	4.706863	0.012832
simvarmass_79f59f39	Sim	3968064	10	3165	6.598579	3.500374	0.000798
simvarmass_7a06a63e	Sim	3968064	10	3539	6.598579	3.548881	0.000892
simvarmass_7a4be8ac	Sim	3968064	10	36458	6.598579	4.561793	0.009188
simvarmass_7a7bd27b	Sim	3968064	10	23069	6.598579	4.363029	0.005814
simvarmass_7ab6f80b	Sim	3968064	5	2541	6.598579	3.405005	0.000640
simvarmass_7b13e426	Sim	3968064	5	2554	6.598579	3.407221	0.000644
simvarmass_7bbb9f2e	Sim	3968064	10	20456	6.598579	4.310821	0.005155
simvarmass_7c470f61	Sim	3968064	10	4230	6.598579	3.626340	0.001066
simvarmass_7d7f0b39	Sim	3968064	10	3416	6.598579	3.533518	0.000861
simvarmass_7d96d10b	Sim	3968064	10	46253	6.598579	4.665140	0.011656
simvarmass_7dc5cba8	Sim	3968064	10	21248	6.598579	4.327318	0.005355
simvarmass_7e17cdc8	Sim	3968064	5	2636	6.598579	3.420945	0.000664
simvarmass_7e1f72b9	Sim	3968064	10	3662	6.598579	3.563718	0.000923
simvarmass_7e5123ee	Sim	3968064	10	46422	6.598579	4.666724	0.011699
simvarmass_7e6accd7	Sim	3968064	10	35819	6.598579	4.554113	0.009027
simvarmass_7e6ed0d4	Sim	3968064	10	45927	6.598579	4.662068	0.011574
simvarmass_7e841338	Sim	3968064	10	46389	6.598579	4.666415	0.011691
simvarmass_7eecf1a8	Sim	3968064	5	3674	6.598579	3.565139	0.000926
simvarmass_7f636ed6	Sim	3968064	10	5134	6.598579	3.710456	0.001294
simvarmass_7f85124f	Sim	3968064	10	36288	6.598579	4.559763	0.009145
simvarmass_7fa60030	Sim	3968064	1	4017	6.598579	3.603902	0.001012
simvarmass_7fd4cba4	Sim	3968064	5	10979	6.598579	4.040563	0.002767
simvarmass_7fe0d527	Sim	3968064	5	4253	6.598579	3.628695	0.001072
simvarmass_8011fdf4	Sim	3968064	10	24621	6.598579	4.391306	0.006205
simvarmass_8038687b	Sim	3968064	10	51380	6.598579	4.710794	0.012948
simvarmass_8064ea81	Sim	3968064	5	4918	6.598579	3.691789	0.001239
simvarmass_80c1924a	Sim	3968064	10	26470	6.598579	4.422754	0.006671
simvarmass_80d55429	Sim	3968064	1	3417	6.598579	3.533645	0.000861
simvarmass_80f2941a	Sim	3968064	10	26935	6.598579	4.430317	0.006788
simvarmass_811ea018	Sim	3968064	10	3708	6.598579	3.569140	0.000934
simvarmass_81bd4ab0	Sim	3968064	1	3905	6.598579	3.591621	0.000984
simvarmass_82540903	Sim	3968064	10	35478	6.598579	4.549959	0.008941
simvarmass_827d7229	Sim	3968064	1	24025	6.598579	4.380663	0.006055
simvarmass_82c889bc	Sim	3968064	10	4138	6.598579	3.616790	0.001043
simvarmass_82d1fb2c	Sim	3968064	5	15231	6.598579	4.182728	0.003838
simvarmass_8313513c	Sim	3968064	10	25050	6.598579	4.398808	0.006313
simvarmass_837233ab	Sim	3968064	10	4180	6.598579	3.621176	0.001053
simvarmass_837d2c66	Sim	3968064	10	30269	6.598579	4.480998	0.007628
simvarmass_83876660	Sim	3968064	5	30716	6.598579	4.487365	0.007741
simvarmass_8431587b	Sim	3968064	10	23914	6.598579	4.378652	0.006027
simvarmass_844a2817	Sim	3968064	5	2851	6.598579	3.454997	0.000718
simvarmass_845067c4	Sim	3968064	5	2638	6.598579	3.421275	0.000665
simvarmass_84adf24e	Sim	3968064	5	5968	6.598579	3.775829	0.001504
simvarmass_8523e7f2	Sim	3968064	1	3917	6.598579	3.592954	0.000987
simvarmass_8540b49c	Sim	3968064	5	2073	6.598579	3.316599	0.000522
simvarmass_859ce34a	Sim	3968064	10	4409	6.598579	3.644340	0.001111
simvarmass_85ad50e3	Sim	3968064	10	11007	6.598579	4.041669	0.002774
simvarmass_86403c8b	Sim	3968064	10	48113	6.598579	4.682262	0.012125
simvarmass_8678b71a	Sim	3968064	10	19851	6.598579	4.297782	0.005003
simvarmass_86c06037	Sim	3968064	5	1457	6.598579	3.163460	0.000367
simvarmass_86c518d7	Sim	3968064	10	47825	6.598579	4.679655	0.012052
simvarmass_87ad8028	Sim	3968064	10	41323	6.598579	4.616192	0.010414
simvarmass_87b7f5cd	Sim	3968064	10	23317	6.598579	4.367673	0.005876
simvarmass_8876c877	Sim	3968064	5	2992	6.598579	3.475962	0.000754
simvarmass_88c53e48	Sim	3968064	10	3509	6.598579	3.545183	0.000884
simvarmass_896b855f	Sim	3968064	10	51002	6.598579	4.707587	0.012853
simvarmass_896ffc5c	Sim	3968064	5	2550	6.598579	3.406540	0.000643
simvarmass_89a0bbc8	Sim	3968064	10	11203	6.598579	4.049334	0.002823
simvarmass_89a470a0	Sim	3968064	10	3833	6.598579	3.583539	0.000966
simvarmass_8bd61e45	Sim	3968064	10	2805	6.598579	3.447933	0.000707
simvarmass_8be11847	Sim	3968064	10	20921	6.598579	4.320582	0.005272
simvarmass_8c57a37a	Sim	3968064	10	5198	6.598579	3.715836	0.001310
simvarmass_8d1c2be6	Sim	3968064	10	49743	6.598579	4.696732	0.012536
simvarmass_8d8f03ef	Sim	3968064	10	7974	6.598579	3.901676	0.002010
simvarmass_8e0ce813	Sim	3968064	10	25813	6.598579	4.411838	0.006505
simvarmass_8e23897e	Sim	3968064	1	2825	6.598579	3.451018	0.000712
simvarmass_8e2ac158	Sim	3968064	10	13227	6.598579	4.121461	0.003333
simvarmass_8e41c1bc	Sim	3968064	10	35770	6.598579	4.553519	0.009014
simvarmass_8e690e5d	Sim	3968064	1	3552	6.598579	3.550473	0.000895
simvarmass_8f21444d	Sim	3968064	1	1120	6.598579	3.049218	0.000282
simvarmass_8f7e5c76	Sim	3968064	10	12212	6.598579	4.086787	0.003078
simvarmass_8fbfc6b1	Sim	3968064	5	4035	6.598579	3.605844	0.001017
simvarmass_8fc9dc3f	Sim	3968064	5	3646	6.598579	3.561817	0.000919
simvarmass_8ff198d4	Sim	3968064	1	1110	6.598579	3.045323	0.000280
simvarmass_9007607f	Sim	3968064	5	3707	6.598579	3.569023	0.000934
simvarmass_90194d82	Sim	3968064	10	3770	6.598579	3.576341	0.000950
simvarmass_90c2bed3	Sim	3968064	10	4084	6.598579	3.611086	0.001029
simvarmass_90c81c23	Sim	3968064	10	8522	6.598579	3.930542	0.002148
simvarmass_90ce4753	Sim	3968064	10	47158	6.598579	4.673555	0.011884
simvarmass_9126b6c6	Sim	3968064	10	3907	6.598579	3.591843	0.000985
simvarmass_9138c9b7	Sim	3968064	10	26718	6.598579	4.426804	0.006733
simvarmass_9141969d	Sim	3968064	10	36570	6.598579	4.563125	0.009216
simvarmass_9144135b	Sim	3968064	10	17824	6.598579	4.251005	0.004492
simvarmass_9152f7db	Sim	3968064	10	51009	6.598579	4.707647	0.012855
simvarmass_91bac5d1	Sim	3968064	10	45575	6.598579	4.658727	0.011485
simvarmass_91c509e6	Sim	3968064	10	4250	6.598579	3.628389	0.001071
simvarmass_91d12f66	Sim	3968064	10	7603	6.598579	3.880985	0.001916
simvarmass_927f997e	Sim	3968064	10	47763	6.598579	4.679092	0.012037
simvarmass_9291bcb4	Sim	3968064	10	36098	6.598579	4.557483	0.009097
simvarmass_92c1b5c1	Sim	3968064	10	8899	6.598579	3.949341	0.002243
simvarmass_92c70a2a	Sim	3968064	10	4509	6.598579	3.654080	0.001136
simvarmass_93909125	Sim	3968064	10	4041	6.598579	3.606489	0.001018
simvarmass_93d17249	Sim	3968064	10	4046	6.598579	3.607026	0.001020
simvarmass_9418b085	Sim	3968064	10	26038	6.598579	4.415608	0.006562
simvarmass_943c95ac	Sim	3968064	10	30484	6.598579	4.484072	0.007682
simvarmass_94511d9a	Sim	3968064	10	19686	6.598579	4.294157	0.004961
simvarmass_9464ff4e	Sim	3968064	10	19212	6.598579	4.283573	0.004842
simvarmass_94669813	Sim	3968064	10	43888	6.598579	4.642346	0.011060
simvarmass_9531917a	Sim	3968064	5	53925	6.598579	4.731790	0.013590
simvarmass_958fc30a	Sim	3968064	10	2911	6.598579	3.464042	0.000734
simvarmass_95aee47a	Sim	3968064	1	60134	6.598579	4.779120	0.015154
simvarmass_95ccffdb	Sim	3968064	10	18737	6.598579	4.272700	0.004722
simvarmass_95fd9ae1	Sim	3968064	5	17554	6.598579	4.244376	0.004424
simvarmass_965d6e75	Sim	3968064	10	3759	6.598579	3.575072	0.000947
simvarmass_96b86f97	Sim	3968064	10	19836	6.598579	4.297454	0.004999
simvarmass_970e718a	Sim	3968064	10	7065	6.598579	3.849112	0.001780
simvarmass_973b6dd9	Sim	3968064	10	3696	6.598579	3.567732	0.000931
simvarmass_97e645de	Sim	3968064	10	2913	6.598579	3.464340	0.000734
simvarmass_97f8c504	Sim	3968064	10	35291	6.598579	4.547664	0.008894
simvarmass_9819ab98	Sim	3968064	5	3109	6.598579	3.492621	0.000784
simvarmass_983b3ec5	Sim	3968064	5	5026	6.598579	3.701222	0.001267
simvarmass_98de8b85	Sim	3968064	5	1547	6.598579	3.189490	0.000390
simvarmass_98f00cc4	Sim	3968064	10	22141	6.598579	4.345197	0.005580
simvarmass_99146b12	Sim	3968064	10	17904	6.598579	4.252950	0.004512
simvarmass_999606ec	Sim	3968064	1	3449	6.598579	3.537693	0.000869
simvarmass_9998f2a4	Sim	3968064	10	8763	6.598579	3.942653	0.002208
simvarmass_99f8a9e3	Sim	3968064	10	4341	6.598579	3.637590	0.001094
simvarmass_9a8152e0	Sim	3968064	10	5204	6.598579	3.716337	0.001311
simvarmass_9a9434af	Sim	3968064	10	5597	6.598579	3.747955	0.001411
simvarmass_9ab1bb36	Sim	3968064	5	4473	6.598579	3.650599	0.001127
simvarmass_9ac0b1e7	Sim	3968064	10	6242	6.598579	3.795324	0.001573
simvarmass_9ad6b4cd	Sim	3968064	10	18485	6.598579	4.266819	0.004658
simvarmass_9b3ab504	Sim	3968064	1	3341	6.598579	3.523876	0.000842
simvarmass_9b532070	Sim	3968064	10	52612	6.598579	4.721085	0.013259
simvarmass_9b627c8d	Sim	3968064	10	30099	6.598579	4.478552	0.007585
simvarmass_9ba43122	Sim	3968064	10	3733	6.598579	3.572058	0.000941
simvarmass_9bfb66b5	Sim	3968064	1	28467	6.598579	4.454342	0.007174
simvarmass_9c6368fd	Sim	3968064	10	46092	6.598579	4.663626	0.011616
simvarmass_9ca707ab	Sim	3968064	10	45348	6.598579	4.656558	0.011428
simvarmass_9cab894e	Sim	3968064	10	3947	6.598579	3.596267	0.000995
simvarmass_9cf70bc5	Sim	3968064	10	25010	6.598579	4.398114	0.006303
simvarmass_9d0581dd	Sim	3968064	5	2517	6.598579	3.400883	0.000634
simvarmass_9d117033	Sim	3968064	10	36831	6.598579	4.566214	0.009282
simvarmass_9d409a1f	Sim	3968064	5	29950	6.598579	4.476397	0.007548
simvarmass_9d6b4e07	Sim	3968064	10	50166	6.598579	4.700409	0.012642
simvarmass_9d84f4be	Sim	3968064	10	45302	6.598579	4.656117	0.011417
simvarmass_9e509889	Sim	3968064	10	22334	6.598579	4.348967	0.005628
simvarmass_9e65e1b9	Sim	3968064	10	3827	6.598579	3.582858	0.000964
simvarmass_9e866580	Sim	3968064	10	24349	6.598579	4.386481	0.006136
simvarmass_9eb1e2de	Sim	3968064	10	22389	6.598579	4.350035	0.005642
simvarmass_9f7ba4f3	Sim	3968064	10	32731	6.598579	4.514959	0.008249
simvarmass_9fe0ac99	Sim	3968064	10	2912	6.598579	3.464191	0.000734
simvarmass_9fe70cf3	Sim	3968064	10	20981	6.598579	4.321826	0.005287
simvarmass_a07a3e42	Sim	3968064	10	45782	6.598579	4.660695	0.011538
simvarmass_a0a643b8	Sim	3968064	5	16156	6.598579	4.208334	0.004072
simvarmass_a0b632e5	Sim	3968064	10	24621	6.598579	4.391306	0.006205
simvarmass_a0fa54cc	Sim	3968064	1	3984	6.598579	3.600319	0.001004
simvarmass_a107a7a1	Sim	3968064	10	39221	6.598579	4.593519	0.009884
simvarmass_a13aa03e	Sim	3968064	5	13388	6.598579	4.126716	0.003374
simvarmass_a14988c5	Sim	3968064	10	4129	6.598579	3.615845	0.001041
simvarmass_a15e4569	Sim	3968064	10	2737	6.598579	3.437275	0.000690
simvarmass_a1a8f156	Sim	3968064	5	35221	6.598579	4.546802	0.008876
simvarmass_a1c6098e	Sim	3968064	5	47542	6.598579	4.677077	0.011981
simvarmass_a2157ead	Sim	3968064	10	45042	6.598579	4.653618	0.011351
simvarmass_a2616bb5	Sim	3968064	10	3045	6.598579	3.483587	0.000767
simvarmass_a28e99ef	Sim	3968064	10	12353	6.598579	4.091772	0.003113
simvarmass_a29ec531	Sim	3968064	5	2557	6.598579	3.407731	0.000644
simvarmass_a2d36323	Sim	3968064	10	36572	6.598579	4.563149	0.009217
simvarmass_a2ece752	Sim	3968064	5	3553	6.598579	3.550595	0.000895
simvarmass_a2f8d796	Sim	3968064	10	50723	6.598579	4.705205	0.012783
simvarmass_a3049b62	Sim	3968064	10	17243	6.598579	4.236613	0.004345
simvarmass_a33ed321	Sim	3968064	5	4057	6.598579	3.608205	0.001022
simvarmass_a358d303	Sim	3968064	10	4049	6.598579	3.607348	0.001020
simvarmass_a35f44e1	Sim	3968064	1	3917	6.598579	3.592954	0.000987
simvarmass_a37b32b1	Sim	3968064	5	1014	6.598579	3.006038	0.000256
simvarmass_a3a7f137	Sim	3968064	1	52228	6.598579	4.717903	0.013162
simvarmass_a3e1508d	Sim	3968064	10	44572	6.598579	4.649062	0.011233
simvarmass_a3fb0822	Sim	3968064	5	50383	6.598579	4.702284	0.012697
simvarmass_a3fc51dc	Sim	3968064	10	3896	6.598579	3.590619	0.000982
simvarmass_a41fe574	Sim	3968064	5	4340	6.598579	3.637490	0.001094
simvarmass_a4851b19	Sim	3968064	5	42507	6.598579	4.628460	0.010712
simvarmass_a4cf1575	Sim	3968064	10	3961	6.598579	3.597805	0.000998
simvarmass_a55cfb82	Sim	3968064	5	57117	6.598579	4.756765	0.014394
simvarmass_a56371c0	Sim	3968064	10	2501	6.598579	3.398114	0.000630
simvarmass_a57c2d34	Sim	3968064	10	22149	6.598579	4.345354	0.005582
simvarmass_a60820cd	Sim	3968064	1	3667	6.598579	3.564311	0.000924
simvarmass_a624eb18	Sim	3968064	5	54862	6.598579	4.739272	0.013826
simvarmass_a695da7f	Sim	3968064	10	3232	6.598579	3.509471	0.000815
simvarmass_a6b9dbf6	Sim	3968064	10	37142	6.598579	4.569865	0.009360
simvarmass_a6f53098	Sim	3968064	5	1897	6.598579	3.278067	0.000478
simvarmass_a7fe0bd2	Sim	3968064	5	3784	6.598579	3.577951	0.000954
simvarmass_a83a67fa	Sim	3968064	10	3915	6.598579	3.592732	0.000987
simvarmass_a8609fa2	Sim	3968064	10	44468	6.598579	4.648048	0.011206
simvarmass_a9128447	Sim	3968064	10	4074	6.598579	3.610021	0.001027
simvarmass_a975be17	Sim	3968064	10	3078	6.598579	3.488269	0.000776
simvarmass_a9b6d7d9	Sim	3968064	1	2752	6.598579	3.439648	0.000694
simvarmass_aa1d5e84	Sim	3968064	10	13004	6.598579	4.114077	0.003277
simvarmass_aa8bf7c3	Sim	3968064	5	6582	6.598579	3.818358	0.001659
simvarmass_ab2044d4	Sim	3968064	1	18733	6.598579	4.272607	0.004721
simvarmass_ab301292	Sim	3968064	10	43060	6.598579	4.634074	0.010852
simvarmass_ab30392f	Sim	3968064	10	43770	6.598579	4.641177	0.011031
simvarmass_ab725cdf	Sim	3968064	5	3292	6.598579	3.517460	0.000830
simvarmass_ab7ec007	Sim	3968064	5	3811	6.598579	3.581039	0.000960
simvarmass_ab8d80a1	Sim	3968064	1	17459	6.598579	4.242019	0.004400
simvarmass_abc4715b	Sim	3968064	10	12626	6.598579	4.101266	0.003182
simvarmass_ac32dc12	Sim	3968064	10	47029	6.598579	4.672366	0.011852
simvarmass_ac455b12	Sim	3968064	10	3305	6.598579	3.519171	0.000833
simvarmass_ac7ebfb5	Sim	3968064	10	50041	6.598579	4.699326	0.012611
simvarmass_acb48fa0	Sim	3968064	10	3873	6.598579	3.588047	0.000976
simvarmass_acef0cf2	Sim	3968064	10	20996	6.598579	4.322137	0.005291
simvarmass_ad1993c7	Sim	3968064	10	42674	6.598579	4.630163	0.010754
simvarmass_ad3c8ef6	Sim	3968064	5	44350	6.598579	4.646894	0.011177
simvarmass_ad491f84	Sim	3968064	10	3266	6.598579	3.514016	0.000823
simvarmass_ad5bd7df	Sim	3968064	10	19727	6.598579	4.295061	0.004971
simvarmass_ad6ab13a	Sim	3968064	5	25124	6.598579	4.400089	0.006332
simvarmass_ad88da2f	Sim	3968064	1	3330	6.598579	3.522444	0.000839
simvarmass_adabbca0	Sim	3968064	10	38712	6.598579	4.587846	0.009756
simvarmass_ae46c111	Sim	3968064	1	3352	6.598579	3.525304	0.000845
simvarmass_ae8f484a	Sim	3968064	10	25533	6.598579	4.407102	0.006435
simvarmass_aecd1d80	Sim	3968064	1	60790	6.598579	4.783832	0.015320
simvarmass_af471a8b	Sim	3968064	10	39110	6.598579	4.592288	0.009856
simvarmass_af5f72db	Sim	3968064	10	3710	6.598579	3.569374	0.000935
simvarmass_af7051e3	Sim	3968064	10	17715	6.598579	4.248341	0.004464
simvarmass_afa08bc2	Sim	3968064	10	36009	6.598579	4.556411	0.009075
simvarmass_b075c428	Sim	3968064	10	3323	6.598579	3.521530	0.000837
simvarmass_b107e328	Sim	3968064	5	3777	6.598579	3.577147	0.000952
simvarmass_b11be187	Sim	3968064	10	46119	6.598579	4.663880	0.011623
simvarmass_b13532b4	Sim	3968064	1	4147	6.598579	3.617734	0.001045
simvarmass_b15828e2	Sim	3968064	10	13086	6.598579	4.116807	0.003298
simvarmass_b1802c78	Sim	3968064	1	4156	6.598579	3.618676	0.001047
simvarmass_b1a81dd6	Sim	3968064	10	37730	6.598579	4.576687	0.009508
simvarmass_b26dd97e	Sim	3968064	10	2134	6.598579	3.329194	0.000538
simvarmass_b2d72e73	Sim	3968064	1	4110	6.598579	3.613842	0.001036
simvarmass_b2ddc1d6	Sim	3968064	10	3850	6.598579	3.585461	0.000970
simvarmass_b342ca83	Sim	3968064	10	5907	6.598579	3.771367	0.001489
simvarmass_b382a692	Sim	3968064	10	47593	6.598579	4.677543	0.011994
simvarmass_b388075f	Sim	3968064	10	22675	6.598579	4.355547	0.005714
simvarmass_b3ac667b	Sim	3968064	10	45496	6.598579	4.657973	0.011466
simvarmass_b3f59233	Sim	3968064	1	1530	6.598579	3.184691	0.000386
simvarmass_b42e4fc2	Sim	3968064	10	45806	6.598579	4.660922	0.011544
simvarmass_b44abeec	Sim	3968064	10	43529	6.598579	4.638779	0.010970
simvarmass_b4db6b08	Sim	3968064	10	4351	6.598579	3.638589	0.001097
simvarmass_b4e2af64	Sim	3968064	5	22379	6.598579	4.349841	0.005640
simvarmass_b4eb448d	Sim	3968064	10	4052	6.598579	3.607669	0.001021
simvarmass_b530d3e7	Sim	3968064	5	3999	6.598579	3.601951	0.001008
simvarmass_b54d34c8	Sim	3968064	5	42884	6.598579	4.632295	0.010807
simvarmass_b5ad4ebf	Sim	3968064	1	1697	6.598579	3.229682	0.000428
simvarmass_b5cc821e	Sim	3968064	10	3479	6.598579	3.541454	0.000877
simvarmass_b6bf924d	Sim	3968064	5	9257	6.598579	3.966470	0.002333
simvarmass_b6c3b693	Sim	3968064	10	3707	6.598579	3.569023	0.000934
simvarmass_b6c93e18	Sim	3968064	1	1831	6.598579	3.262688	0.000461
simvarmass_b7123098	Sim	3968064	10	3937	6.598579	3.595165	0.000992
simvarmass_b72e650b	Sim	3968064	5	2860	6.598579	3.456366	0.000721
simvarmass_b74505e2	Sim	3968064	1	2331	6.598579	3.367542	0.000587
simvarmass_b757f60c	Sim	3968064	10	3408	6.598579	3.532500	0.000859
simvarmass_b7708d72	Sim	3968064	10	50108	6.598579	4.699907	0.012628
simvarmass_b79172d4	Sim	3968064	5	15573	6.598579	4.192372	0.003925
simvarmass_b792ab90	Sim	3968064	10	3011	6.598579	3.478711	0.000759
simvarmass_b7d0f4c2	Sim	3968064	1	1852	6.598579	3.267641	0.000467
simvarmass_b7dd8b66	Sim	3968064	10	44360	6.598579	4.646992	0.011179
simvarmass_b7eac224	Sim	3968064	10	3553	6.598579	3.550595	0.000895
simvarmass_b830b9e5	Sim	3968064	10	3798	6.598579	3.579555	0.000957
simvarmass_b8ce6e85	Sim	3968064	10	47342	6.598579	4.675247	0.011931
simvarmass_b9176ae6	Sim	3968064	1	2692	6.598579	3.430075	0.000678
simvarmass_b93fce27	Sim	3968064	5	3348	6.598579	3.524785	0.000844
simvarmass_b9de1ff0	Sim	3968064	10	3521	6.598579	3.546666	0.000887
simvarmass_b9ef9fbd	Sim	3968064	5	3262	6.598579	3.513484	0.000822
simvarmass_ba0997f3	Sim	3968064	10	49133	6.598579	4.691373	0.012382
simvarmass_ba2250f9	Sim	3968064	5	21152	6.598579	4.325351	0.005331
simvarmass_ba859da6	Sim	3968064	10	3092	6.598579	3.490239	0.000779
simvarmass_bad3aace	Sim	3968064	10	37912	6.598579	4.578777	0.009554
simvarmass_bb0d8b0d	Sim	3968064	10	3569	6.598579	3.552547	0.000899
simvarmass_bb1a47f7	Sim	3968064	10	28872	6.598579	4.460477	0.007276
simvarmass_bb478e56	Sim	3968064	1	1873	6.598579	3.272538	0.000472
simvarmass_bbc725e1	Sim	3968064	10	7225	6.598579	3.858838	0.001821
simvarmass_bc1efc63	Sim	3968064	10	47306	6.598579	4.674916	0.011922
simvarmass_bcc4bfde	Sim	3968064	1	3711	6.598579	3.569491	0.000935
simvarmass_bd15c14a	Sim	3968064	10	34289	6.598579	4.535155	0.008641
simvarmass_bd7d09a7	Sim	3968064	10	25999	6.598579	4.414957	0.006552
simvarmass_bdd233cf	Sim	3968064	10	28254	6.598579	4.451080	0.007120
simvarmass_be5467f1	Sim	3968064	10	25407	6.598579	4.404953	0.006403
simvarmass_beb154e3	Sim	3968064	1	1530	6.598579	3.184691	0.000386
simvarmass_bfbc137d	Sim	3968064	10	20949	6.598579	4.321163	0.005279
simvarmass_c058a35b	Sim	3968064	5	3127	6.598579	3.495128	0.000788
simvarmass_c1437e96	Sim	3968064	10	3847	6.598579	3.585122	0.000969
simvarmass_c1d5bf12	Sim	3968064	1	2079	6.598579	3.317854	0.000524
simvarmass_c1e14fbf	Sim	3968064	10	3976	6.598579	3.599446	0.001002
simvarmass_c2065f19	Sim	3968064	10	34198	6.598579	4.534001	0.008618
simvarmass_c3161682	Sim	3968064	5	2686	6.598579	3.429106	0.000677
